caseid,concept:name,label,name,order,timestamp
1,1,normal,Activity A,1,1970-01-01T09:00:00.000+09:00
1,1,normal,Activity B,2,1970-01-01T10:00:00.000+09:00
1,1,normal,Activity C,3,1970-01-01T11:00:00.000+09:00
1,1,normal,Activity D,4,1970-01-01T12:00:00.000+09:00
1,1,normal,Activity E,5,1970-01-01T13:00:00.000+09:00
1,1,normal,Activity K,6,1970-01-01T14:00:00.000+09:00
1,1,normal,Activity G,7,1970-01-01T14:00:00.000+09:00
1,1,normal,Activity M,8,1970-01-01T14:00:00.000+09:00
1,1,normal,Activity L,9,1970-01-01T15:00:00.000+09:00
1,1,normal,Activity I,10,1970-01-01T15:00:00.000+09:00
1,1,normal,Activity J,11,1970-01-01T15:00:00.000+09:00
1,1,normal,Activity N,12,1970-01-01T15:00:00.000+09:00
1,1,normal,Activity H,13,1970-01-01T16:00:00.000+09:00
1,1,normal,Activity F,14,1970-01-01T17:00:00.000+09:00
10,10,normal,Activity A,1,1970-01-01T09:00:00.000+09:00
10,10,normal,Activity B,2,1970-01-01T10:00:00.000+09:00
10,10,normal,Activity C,3,1970-01-01T11:00:00.000+09:00
10,10,normal,Activity D,4,1970-01-01T12:00:00.000+09:00
10,10,normal,Activity E,5,1970-01-01T13:00:00.000+09:00
10,10,normal,Activity K,6,1970-01-01T14:00:00.000+09:00
10,10,normal,Activity G,7,1970-01-01T14:00:00.000+09:00
10,10,normal,Activity M,8,1970-01-01T14:00:00.000+09:00
10,10,normal,Activity L,9,1970-01-01T15:00:00.000+09:00
10,10,normal,Activity I,10,1970-01-01T15:00:00.000+09:00
10,10,normal,Activity J,11,1970-01-01T15:00:00.000+09:00
10,10,normal,Activity N,12,1970-01-01T15:00:00.000+09:00
10,10,normal,Activity H,13,1970-01-01T16:00:00.000+09:00
10,10,normal,Activity F,14,1970-01-01T17:00:00.000+09:00
100,100,normal,Activity A,1,1970-01-01T09:00:00.000+09:00
100,100,normal,Activity B,2,1970-01-01T10:00:00.000+09:00
100,100,normal,Activity C,3,1970-01-01T11:00:00.000+09:00
100,100,normal,Activity D,4,1970-01-01T12:00:00.000+09:00
100,100,normal,Activity E,5,1970-01-01T13:00:00.000+09:00
100,100,normal,Activity G,6,1970-01-01T14:00:00.000+09:00
100,100,normal,Activity K,7,1970-01-01T14:00:00.000+09:00
100,100,normal,Activity M,8,1970-01-01T14:00:00.000+09:00
100,100,normal,Activity I,9,1970-01-01T15:00:00.000+09:00
100,100,normal,Activity J,10,1970-01-01T15:00:00.000+09:00
100,100,normal,Activity L,11,1970-01-01T15:00:00.000+09:00
100,100,normal,Activity N,12,1970-01-01T15:00:00.000+09:00
100,100,normal,Activity H,13,1970-01-01T16:00:00.000+09:00
100,100,normal,Activity F,14,1970-01-01T17:00:00.000+09:00
1000,1000,normal,Activity A,1,1970-01-01T09:00:00.000+09:00
1000,1000,normal,Activity B,2,1970-01-01T10:00:00.000+09:00
1000,1000,normal,Activity C,3,1970-01-01T11:00:00.000+09:00
1000,1000,normal,Activity D,4,1970-01-01T12:00:00.000+09:00
1000,1000,normal,Activity E,5,1970-01-01T13:00:00.000+09:00
1000,1000,normal,Activity K,6,1970-01-01T14:00:00.000+09:00
1000,1000,normal,Activity M,7,1970-01-01T14:00:00.000+09:00
1000,1000,normal,Activity G,8,1970-01-01T14:00:00.000+09:00
1000,1000,normal,Activity L,9,1970-01-01T15:00:00.000+09:00
1000,1000,normal,Activity N,10,1970-01-01T15:00:00.000+09:00
1000,1000,normal,Activity I,11,1970-01-01T15:00:00.000+09:00
1000,1000,normal,Activity J,12,1970-01-01T15:00:00.000+09:00
1000,1000,normal,Activity H,13,1970-01-01T16:00:00.000+09:00
1000,1000,normal,Activity F,14,1970-01-01T17:00:00.000+09:00
1001,1001,normal,Activity A,1,1970-01-01T09:00:00.000+09:00
1001,1001,normal,Activity B,2,1970-01-01T10:00:00.000+09:00
1001,1001,normal,Activity C,3,1970-01-01T11:00:00.000+09:00
1001,1001,normal,Activity D,4,1970-01-01T12:00:00.000+09:00
1001,1001,normal,Activity E,5,1970-01-01T13:00:00.000+09:00
1001,1001,normal,Activity G,6,1970-01-01T14:00:00.000+09:00
1001,1001,normal,Activity M,7,1970-01-01T14:00:00.000+09:00
1001,1001,normal,Activity K,8,1970-01-01T14:00:00.000+09:00
1001,1001,normal,Activity J,9,1970-01-01T15:00:00.000+09:00
1001,1001,normal,Activity I,10,1970-01-01T15:00:00.000+09:00
1001,1001,normal,Activity N,11,1970-01-01T15:00:00.000+09:00
1001,1001,normal,Activity L,12,1970-01-01T15:00:00.000+09:00
1001,1001,normal,Activity H,13,1970-01-01T16:00:00.000+09:00
1001,1001,normal,Activity F,14,1970-01-01T17:00:00.000+09:00
1002,1002,normal,Activity A,1,1970-01-01T09:00:00.000+09:00
1002,1002,normal,Activity B,2,1970-01-01T10:00:00.000+09:00
1002,1002,normal,Activity C,3,1970-01-01T11:00:00.000+09:00
1002,1002,normal,Activity D,4,1970-01-01T12:00:00.000+09:00
1002,1002,normal,Activity E,5,1970-01-01T13:00:00.000+09:00
1002,1002,normal,Activity G,6,1970-01-01T14:00:00.000+09:00
1002,1002,normal,Activity M,7,1970-01-01T14:00:00.000+09:00
1002,1002,normal,Activity K,8,1970-01-01T14:00:00.000+09:00
1002,1002,normal,Activity I,9,1970-01-01T15:00:00.000+09:00
1002,1002,normal,Activity J,10,1970-01-01T15:00:00.000+09:00
1002,1002,normal,Activity N,11,1970-01-01T15:00:00.000+09:00
1002,1002,normal,Activity L,12,1970-01-01T15:00:00.000+09:00
1002,1002,normal,Activity H,13,1970-01-01T16:00:00.000+09:00
1002,1002,normal,Activity F,14,1970-01-01T17:00:00.000+09:00
1003,1003,normal,Activity A,1,1970-01-01T09:00:00.000+09:00
1003,1003,normal,Activity B,2,1970-01-01T10:00:00.000+09:00
1003,1003,normal,Activity C,3,1970-01-01T11:00:00.000+09:00
1003,1003,normal,Activity D,4,1970-01-01T12:00:00.000+09:00
1003,1003,normal,Activity E,5,1970-01-01T13:00:00.000+09:00
1003,1003,normal,Activity K,6,1970-01-01T14:00:00.000+09:00
1003,1003,normal,Activity M,7,1970-01-01T14:00:00.000+09:00
1003,1003,normal,Activity G,8,1970-01-01T14:00:00.000+09:00
1003,1003,normal,Activity L,9,1970-01-01T15:00:00.000+09:00
1003,1003,normal,Activity N,10,1970-01-01T15:00:00.000+09:00
1003,1003,normal,Activity J,11,1970-01-01T15:00:00.000+09:00
1003,1003,normal,Activity I,12,1970-01-01T15:00:00.000+09:00
1003,1003,normal,Activity H,13,1970-01-01T16:00:00.000+09:00
1003,1003,normal,Activity F,14,1970-01-01T17:00:00.000+09:00
1004,1004,"{'anomaly': 'Replace', 'attr': {'indices': [10], 'replaced': {'attributes': {'concept:name': 'Activity I', 'lifecycle:transition': 'complete', 'time:timestamp': '1970-01-01T15:00:00.000+09:00'}, 'name': 'Activity I', 'timestamp': '1970-01-01T15:00:00.000+09:00'}}}",Activity A,1,1970-01-01T09:00:00.000+09:00
1004,1004,"{'anomaly': 'Replace', 'attr': {'indices': [10], 'replaced': {'attributes': {'concept:name': 'Activity I', 'lifecycle:transition': 'complete', 'time:timestamp': '1970-01-01T15:00:00.000+09:00'}, 'name': 'Activity I', 'timestamp': '1970-01-01T15:00:00.000+09:00'}}}",Activity B,2,1970-01-01T10:00:00.000+09:00
1004,1004,"{'anomaly': 'Replace', 'attr': {'indices': [10], 'replaced': {'attributes': {'concept:name': 'Activity I', 'lifecycle:transition': 'complete', 'time:timestamp': '1970-01-01T15:00:00.000+09:00'}, 'name': 'Activity I', 'timestamp': '1970-01-01T15:00:00.000+09:00'}}}",Activity C,3,1970-01-01T11:00:00.000+09:00
1004,1004,"{'anomaly': 'Replace', 'attr': {'indices': [10], 'replaced': {'attributes': {'concept:name': 'Activity I', 'lifecycle:transition': 'complete', 'time:timestamp': '1970-01-01T15:00:00.000+09:00'}, 'name': 'Activity I', 'timestamp': '1970-01-01T15:00:00.000+09:00'}}}",Activity D,4,1970-01-01T12:00:00.000+09:00
