caseid,label,name,order,timestamp
1,normal,Activity A,1,
1,normal,Activity C,2,
1,normal,Activity D,3,
1,normal,Activity E,4,
1,normal,Activity I,5,
1,normal,Activity F,6,
1,normal,Activity J,7,
1,normal,Activity K,8,
1,normal,Activity B,9,
2,normal,Activity A,1,
2,normal,Activity C,2,
2,normal,Activity D,3,
2,normal,Activity E,4,
2,normal,Activity G,5,
2,normal,Activity F,6,
2,normal,Activity J,7,
2,normal,Activity K,8,
2,normal,Activity B,9,
3,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity AT', 'timestamp': None}, {'attributes': {}, 'name': 'Activity AX', 'timestamp': None}, {'attributes': {}, 'name': 'Activity AU', 'timestamp': None}], 'size': 3, 'start': 4}}",Activity A,1,
3,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity AT', 'timestamp': None}, {'attributes': {}, 'name': 'Activity AX', 'timestamp': None}, {'attributes': {}, 'name': 'Activity AU', 'timestamp': None}], 'size': 3, 'start': 4}}",Activity AT,2,
3,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity AT', 'timestamp': None}, {'attributes': {}, 'name': 'Activity AX', 'timestamp': None}, {'attributes': {}, 'name': 'Activity AU', 'timestamp': None}], 'size': 3, 'start': 4}}",Activity AX,3,
3,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity AT', 'timestamp': None}, {'attributes': {}, 'name': 'Activity AX', 'timestamp': None}, {'attributes': {}, 'name': 'Activity AU', 'timestamp': None}], 'size': 3, 'start': 4}}",Activity AU,4,
3,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity AT', 'timestamp': None}, {'attributes': {}, 'name': 'Activity AX', 'timestamp': None}, {'attributes': {}, 'name': 'Activity AU', 'timestamp': None}], 'size': 3, 'start': 4}}",Activity AT,5,
3,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity AT', 'timestamp': None}, {'attributes': {}, 'name': 'Activity AX', 'timestamp': None}, {'attributes': {}, 'name': 'Activity AU', 'timestamp': None}], 'size': 3, 'start': 4}}",Activity AX,6,
3,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity AT', 'timestamp': None}, {'attributes': {}, 'name': 'Activity AX', 'timestamp': None}, {'attributes': {}, 'name': 'Activity AU', 'timestamp': None}], 'size': 3, 'start': 4}}",Activity AU,7,
3,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity AT', 'timestamp': None}, {'attributes': {}, 'name': 'Activity AX', 'timestamp': None}, {'attributes': {}, 'name': 'Activity AU', 'timestamp': None}], 'size': 3, 'start': 4}}",Activity B,8,
4,normal,Activity A,1,
4,normal,Activity C,2,
4,normal,Activity D,3,
4,normal,Activity E,4,
4,normal,Activity G,5,
4,normal,Activity F,6,
4,normal,Activity J,7,
4,normal,Activity K,8,
4,normal,Activity B,9,
5,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity AW', 'timestamp': None}, {'attributes': {}, 'name': 'Activity AU', 'timestamp': None}, {'attributes': {}, 'name': 'Activity B', 'timestamp': None}], 'size': 3, 'start': 6}}",Activity A,1,
5,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity AW', 'timestamp': None}, {'attributes': {}, 'name': 'Activity AU', 'timestamp': None}, {'attributes': {}, 'name': 'Activity B', 'timestamp': None}], 'size': 3, 'start': 6}}",Activity AT,2,
5,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity AW', 'timestamp': None}, {'attributes': {}, 'name': 'Activity AU', 'timestamp': None}, {'attributes': {}, 'name': 'Activity B', 'timestamp': None}], 'size': 3, 'start': 6}}",Activity AV,3,
5,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity AW', 'timestamp': None}, {'attributes': {}, 'name': 'Activity AU', 'timestamp': None}, {'attributes': {}, 'name': 'Activity B', 'timestamp': None}], 'size': 3, 'start': 6}}",Activity AW,4,
5,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity AW', 'timestamp': None}, {'attributes': {}, 'name': 'Activity AU', 'timestamp': None}, {'attributes': {}, 'name': 'Activity B', 'timestamp': None}], 'size': 3, 'start': 6}}",Activity AU,5,
5,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity AW', 'timestamp': None}, {'attributes': {}, 'name': 'Activity AU', 'timestamp': None}, {'attributes': {}, 'name': 'Activity B', 'timestamp': None}], 'size': 3, 'start': 6}}",Activity B,6,
5,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity AW', 'timestamp': None}, {'attributes': {}, 'name': 'Activity AU', 'timestamp': None}, {'attributes': {}, 'name': 'Activity B', 'timestamp': None}], 'size': 3, 'start': 6}}",Activity AW,7,
5,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity AW', 'timestamp': None}, {'attributes': {}, 'name': 'Activity AU', 'timestamp': None}, {'attributes': {}, 'name': 'Activity B', 'timestamp': None}], 'size': 3, 'start': 6}}",Activity AU,8,
5,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity AW', 'timestamp': None}, {'attributes': {}, 'name': 'Activity AU', 'timestamp': None}, {'attributes': {}, 'name': 'Activity B', 'timestamp': None}], 'size': 3, 'start': 6}}",Activity B,9,
6,"{'anomaly': 'SkipSequence', 'attr': {'size': 2, 'skipped': [{'attributes': {}, 'name': 'Activity A', 'timestamp': None}, {'attributes': {}, 'name': 'Activity L', 'timestamp': None}], 'start': 0}}",Activity O,1,
6,"{'anomaly': 'SkipSequence', 'attr': {'size': 2, 'skipped': [{'attributes': {}, 'name': 'Activity A', 'timestamp': None}, {'attributes': {}, 'name': 'Activity L', 'timestamp': None}], 'start': 0}}",Activity M,2,
