caseid,label,name,order,timestamp
1,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity N', 'timestamp': None}, {'attributes': {}, 'name': 'Activity M', 'timestamp': None}, {'attributes': {}, 'name': 'Activity R', 'timestamp': None}], 'size': 3, 'start': 5}}",Activity A,1,
1,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity N', 'timestamp': None}, {'attributes': {}, 'name': 'Activity M', 'timestamp': None}, {'attributes': {}, 'name': 'Activity R', 'timestamp': None}], 'size': 3, 'start': 5}}",Activity L,2,
1,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity N', 'timestamp': None}, {'attributes': {}, 'name': 'Activity M', 'timestamp': None}, {'attributes': {}, 'name': 'Activity R', 'timestamp': None}], 'size': 3, 'start': 5}}",Activity N,3,
1,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity N', 'timestamp': None}, {'attributes': {}, 'name': 'Activity M', 'timestamp': None}, {'attributes': {}, 'name': 'Activity R', 'timestamp': None}], 'size': 3, 'start': 5}}",Activity M,4,
1,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity N', 'timestamp': None}, {'attributes': {}, 'name': 'Activity M', 'timestamp': None}, {'attributes': {}, 'name': 'Activity R', 'timestamp': None}], 'size': 3, 'start': 5}}",Activity R,5,
1,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity N', 'timestamp': None}, {'attributes': {}, 'name': 'Activity M', 'timestamp': None}, {'attributes': {}, 'name': 'Activity R', 'timestamp': None}], 'size': 3, 'start': 5}}",Activity N,6,
1,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity N', 'timestamp': None}, {'attributes': {}, 'name': 'Activity M', 'timestamp': None}, {'attributes': {}, 'name': 'Activity R', 'timestamp': None}], 'size': 3, 'start': 5}}",Activity M,7,
1,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity N', 'timestamp': None}, {'attributes': {}, 'name': 'Activity M', 'timestamp': None}, {'attributes': {}, 'name': 'Activity R', 'timestamp': None}], 'size': 3, 'start': 5}}",Activity R,8,
1,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity N', 'timestamp': None}, {'attributes': {}, 'name': 'Activity M', 'timestamp': None}, {'attributes': {}, 'name': 'Activity R', 'timestamp': None}], 'size': 3, 'start': 5}}",Activity W,9,
1,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity N', 'timestamp': None}, {'attributes': {}, 'name': 'Activity M', 'timestamp': None}, {'attributes': {}, 'name': 'Activity R', 'timestamp': None}], 'size': 3, 'start': 5}}",Activity AB,10,
1,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity N', 'timestamp': None}, {'attributes': {}, 'name': 'Activity M', 'timestamp': None}, {'attributes': {}, 'name': 'Activity R', 'timestamp': None}], 'size': 3, 'start': 5}}",Activity X,11,
1,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity N', 'timestamp': None}, {'attributes': {}, 'name': 'Activity M', 'timestamp': None}, {'attributes': {}, 'name': 'Activity R', 'timestamp': None}], 'size': 3, 'start': 5}}",Activity S,12,
1,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity N', 'timestamp': None}, {'attributes': {}, 'name': 'Activity M', 'timestamp': None}, {'attributes': {}, 'name': 'Activity R', 'timestamp': None}], 'size': 3, 'start': 5}}",Activity B,13,
2,"{'anomaly': 'Early', 'attr': {'shift_from': 6, 'shift_to': 0, 'size': 1}}",Activity T,1,
2,"{'anomaly': 'Early', 'attr': {'shift_from': 6, 'shift_to': 0, 'size': 1}}",Activity A,2,
2,"{'anomaly': 'Early', 'attr': {'shift_from': 6, 'shift_to': 0, 'size': 1}}",Activity L,3,
2,"{'anomaly': 'Early', 'attr': {'shift_from': 6, 'shift_to': 0, 'size': 1}}",Activity N,4,
2,"{'anomaly': 'Early', 'attr': {'shift_from': 6, 'shift_to': 0, 'size': 1}}",Activity M,5,
2,"{'anomaly': 'Early', 'attr': {'shift_from': 6, 'shift_to': 0, 'size': 1}}",Activity R,6,
2,"{'anomaly': 'Early', 'attr': {'shift_from': 6, 'shift_to': 0, 'size': 1}}",Activity U,7,
2,"{'anomaly': 'Early', 'attr': {'shift_from': 6, 'shift_to': 0, 'size': 1}}",Activity S,8,
2,"{'anomaly': 'Early', 'attr': {'shift_from': 6, 'shift_to': 0, 'size': 1}}",Activity B,9,
3,normal,Activity A,1,
3,normal,Activity L,2,
3,normal,Activity N,3,
3,normal,Activity M,4,
3,normal,Activity R,5,
3,normal,Activity W,6,
3,normal,Activity AA,7,
3,normal,Activity X,8,
3,normal,Activity S,9,
3,normal,Activity B,10,
4,normal,Activity A,1,
4,normal,Activity L,2,
4,normal,Activity N,3,
4,normal,Activity M,4,
4,normal,Activity R,5,
4,normal,Activity V,6,
4,normal,Activity S,7,
4,normal,Activity B,8,
5,normal,Activity A,1,
5,normal,Activity L,2,
5,normal,Activity P,3,
5,normal,Activity Q,4,
5,normal,Activity M,5,
5,normal,Activity R,6,
5,normal,Activity T,7,
5,normal,Activity U,8,
5,normal,Activity S,9,
5,normal,Activity B,10,
6,normal,Activity A,1,
6,normal,Activity AI,2,
6,normal,Activity AK,3,
6,normal,Activity AJ,4,
6,normal,Activity B,5,
7,normal,Activity A,1,
7,normal,Activity L,2,
7,normal,Activity N,3,
7,normal,Activity M,4,
7,normal,Activity R,5,
7,normal,Activity W,6,
7,normal,Activity AA,7,
7,normal,Activity X,8,
7,normal,Activity S,9,
7,normal,Activity B,10,
8,normal,Activity A,1,
8,normal,Activity L,2,
8,normal,Activity O,3,
8,normal,Activity M,4,
8,normal,Activity R,5,
8,normal,Activity W,6,
8,normal,Activity Z,7,
8,normal,Activity X,8,
8,normal,Activity S,9,
8,normal,Activity B,10,
9,"{'anomaly': 'Insert', 'attr': {'indices': [5, 8]}}",Activity A,1,
9,"{'anomaly': 'Insert', 'attr': {'indices': [5, 8]}}",Activity L,2,
9,"{'anomaly': 'Insert', 'attr': {'indices': [5, 8]}}",Activity P,3,
9,"{'anomaly': 'Insert', 'attr': {'indices': [5, 8]}}",Activity Q,4,
9,"{'anomaly': 'Insert', 'attr': {'indices': [5, 8]}}",Activity M,5,
9,"{'anomaly': 'Insert', 'attr': {'indices': [5, 8]}}",Random activity 8,6,
9,"{'anomaly': 'Insert', 'attr': {'indices': [5, 8]}}",Activity R,7,
9,"{'anomaly': 'Insert', 'attr': {'indices': [5, 8]}}",Activity AC,8,
9,"{'anomaly': 'Insert', 'attr': {'indices': [5, 8]}}",Random activity 18,9,
9,"{'anomaly': 'Insert', 'attr': {'indices': [5, 8]}}",Activity AH,10,
9,"{'anomaly': 'Insert', 'attr': {'indices': [5, 8]}}",Activity AD,11,
9,"{'anomaly': 'Insert', 'attr': {'indices': [5, 8]}}",Activity S,12,
9,"{'anomaly': 'Insert', 'attr': {'indices': [5, 8]}}",Activity B,13,
10,normal,Activity A,1,
10,normal,Activity L,2,
10,normal,Activity P,3,
10,normal,Activity Q,4,
