caseid,label,name,order,timestamp
1,normal,Activity A,1,
1,normal,Activity AI,2,
1,normal,Activity AL,3,
1,normal,Activity AM,4,
1,normal,Activity AN,5,
1,normal,Activity AO,6,
1,normal,Activity AJ,7,
1,normal,Activity B,8,
2,normal,Activity A,1,
2,normal,Activity C,2,
2,normal,Activity D,3,
2,normal,Activity E,4,
2,normal,Activity I,5,
2,normal,Activity F,6,
2,normal,Activity J,7,
2,normal,Activity K,8,
2,normal,Activity B,9,
3,normal,Activity A,1,
3,normal,Activity AI,2,
3,normal,Activity AL,3,
3,normal,Activity AM,4,
3,normal,Activity AN,5,
3,normal,Activity AO,6,
3,normal,Activity AJ,7,
3,normal,Activity B,8,
4,normal,Activity A,1,
4,normal,Activity AT,2,
4,normal,Activity AY,3,
4,normal,Activity AZ,4,
4,normal,Activity BA,5,
4,normal,Activity BB,6,
4,normal,Activity AU,7,
4,normal,Activity B,8,
5,normal,Activity A,1,
5,normal,Activity AI,2,
5,normal,Activity AP,3,
5,normal,Activity AQ,4,
5,normal,Activity AR,5,
5,normal,Activity AS,6,
5,normal,Activity AJ,7,
5,normal,Activity B,8,
6,normal,Activity A,1,
6,normal,Activity AT,2,
6,normal,Activity AY,3,
6,normal,Activity AZ,4,
6,normal,Activity BA,5,
6,normal,Activity BB,6,
6,normal,Activity AU,7,
6,normal,Activity B,8,
7,normal,Activity A,1,
7,normal,Activity AI,2,
7,normal,Activity AL,3,
7,normal,Activity AM,4,
7,normal,Activity AN,5,
7,normal,Activity AO,6,
7,normal,Activity AJ,7,
7,normal,Activity B,8,
8,normal,Activity A,1,
8,normal,Activity C,2,
8,normal,Activity D,3,
8,normal,Activity E,4,
8,normal,Activity I,5,
8,normal,Activity F,6,
8,normal,Activity J,7,
8,normal,Activity K,8,
8,normal,Activity B,9,
9,normal,Activity A,1,
9,normal,Activity L,2,
9,normal,Activity N,3,
9,normal,Activity M,4,
9,normal,Activity R,5,
9,normal,Activity V,6,
9,normal,Activity S,7,
9,normal,Activity B,8,
10,"{'anomaly': 'Early', 'attr': {'shift_from': 9, 'shift_to': 2, 'size': 2}}",Activity A,1,
10,"{'anomaly': 'Early', 'attr': {'shift_from': 9, 'shift_to': 2, 'size': 2}}",Activity L,2,
10,"{'anomaly': 'Early', 'attr': {'shift_from': 9, 'shift_to': 2, 'size': 2}}",Activity Y,3,
10,"{'anomaly': 'Early', 'attr': {'shift_from': 9, 'shift_to': 2, 'size': 2}}",Activity X,4,
10,"{'anomaly': 'Early', 'attr': {'shift_from': 9, 'shift_to': 2, 'size': 2}}",Activity P,5,
10,"{'anomaly': 'Early', 'attr': {'shift_from': 9, 'shift_to': 2, 'size': 2}}",Activity Q,6,
10,"{'anomaly': 'Early', 'attr': {'shift_from': 9, 'shift_to': 2, 'size': 2}}",Activity M,7,
10,"{'anomaly': 'Early', 'attr': {'shift_from': 9, 'shift_to': 2, 'size': 2}}",Activity R,8,
10,"{'anomaly': 'Early', 'attr': {'shift_from': 9, 'shift_to': 2, 'size': 2}}",Activity W,9,
10,"{'anomaly': 'Early', 'attr': {'shift_from': 9, 'shift_to': 2, 'size': 2}}",Activity S,10,
10,"{'anomaly': 'Early', 'attr': {'shift_from': 9, 'shift_to': 2, 'size': 2}}",Activity B,11,
11,normal,Activity A,1,
11,normal,Activity AI,2,
11,normal,Activity AL,3,
11,normal,Activity AM,4,
11,normal,Activity AN,5,
11,normal,Activity AO,6,
11,normal,Activity AJ,7,
11,normal,Activity B,8,
12,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity AP', 'timestamp': None}, {'attributes': {}, 'name': 'Activity AQ', 'timestamp': None}, {'attributes': {}, 'name': 'Activity AR', 'timestamp': None}], 'size': 3, 'start': 8}}",Activity A,1,
12,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity AP', 'timestamp': None}, {'attributes': {}, 'name': 'Activity AQ', 'timestamp': None}, {'attributes': {}, 'name': 'Activity AR', 'timestamp': None}], 'size': 3, 'start': 8}}",Activity AI,2,
12,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity AP', 'timestamp': None}, {'attributes': {}, 'name': 'Activity AQ', 'timestamp': None}, {'attributes': {}, 'name': 'Activity AR', 'timestamp': None}], 'size': 3, 'start': 8}}",Activity AP,3,
12,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity AP', 'timestamp': None}, {'attributes': {}, 'name': 'Activity AQ', 'timestamp': None}, {'attributes': {}, 'name': 'Activity AR', 'timestamp': None}], 'size': 3, 'start': 8}}",Activity AQ,4,
