caseid,label,name,order,timestamp
1,"{'anomaly': 'Late', 'attr': {'shift_from': 0, 'shift_to': 5, 'size': 2}}",Activity AP,1,
1,"{'anomaly': 'Late', 'attr': {'shift_from': 0, 'shift_to': 5, 'size': 2}}",Activity AQ,2,
1,"{'anomaly': 'Late', 'attr': {'shift_from': 0, 'shift_to': 5, 'size': 2}}",Activity AR,3,
1,"{'anomaly': 'Late', 'attr': {'shift_from': 0, 'shift_to': 5, 'size': 2}}",Activity AS,4,
1,"{'anomaly': 'Late', 'attr': {'shift_from': 0, 'shift_to': 5, 'size': 2}}",Activity AJ,5,
1,"{'anomaly': 'Late', 'attr': {'shift_from': 0, 'shift_to': 5, 'size': 2}}",Activity A,6,
1,"{'anomaly': 'Late', 'attr': {'shift_from': 0, 'shift_to': 5, 'size': 2}}",Activity AI,7,
1,"{'anomaly': 'Late', 'attr': {'shift_from': 0, 'shift_to': 5, 'size': 2}}",Activity B,8,
2,"{'anomaly': 'Insert', 'attr': {'indices': [0, 8]}}",Random activity 39,1,
2,"{'anomaly': 'Insert', 'attr': {'indices': [0, 8]}}",Activity A,2,
2,"{'anomaly': 'Insert', 'attr': {'indices': [0, 8]}}",Activity C,3,
2,"{'anomaly': 'Insert', 'attr': {'indices': [0, 8]}}",Activity D,4,
2,"{'anomaly': 'Insert', 'attr': {'indices': [0, 8]}}",Activity E,5,
2,"{'anomaly': 'Insert', 'attr': {'indices': [0, 8]}}",Activity H,6,
2,"{'anomaly': 'Insert', 'attr': {'indices': [0, 8]}}",Activity F,7,
2,"{'anomaly': 'Insert', 'attr': {'indices': [0, 8]}}",Activity J,8,
2,"{'anomaly': 'Insert', 'attr': {'indices': [0, 8]}}",Random activity 11,9,
2,"{'anomaly': 'Insert', 'attr': {'indices': [0, 8]}}",Activity K,10,
2,"{'anomaly': 'Insert', 'attr': {'indices': [0, 8]}}",Activity B,11,
3,"{'anomaly': 'Insert', 'attr': {'indices': [0]}}",Random activity 51,1,
3,"{'anomaly': 'Insert', 'attr': {'indices': [0]}}",Activity A,2,
3,"{'anomaly': 'Insert', 'attr': {'indices': [0]}}",Activity AI,3,
3,"{'anomaly': 'Insert', 'attr': {'indices': [0]}}",Activity AK,4,
3,"{'anomaly': 'Insert', 'attr': {'indices': [0]}}",Activity AJ,5,
3,"{'anomaly': 'Insert', 'attr': {'indices': [0]}}",Activity B,6,
4,normal,Activity A,1,
4,normal,Activity C,2,
4,normal,Activity D,3,
4,normal,Activity E,4,
4,normal,Activity H,5,
4,normal,Activity F,6,
4,normal,Activity J,7,
4,normal,Activity K,8,
4,normal,Activity B,9,
5,normal,Activity A,1,
5,normal,Activity AT,2,
5,normal,Activity AV,3,
5,normal,Activity AW,4,
5,normal,Activity AU,5,
5,normal,Activity B,6,
6,normal,Activity A,1,
6,normal,Activity L,2,
6,normal,Activity N,3,
6,normal,Activity M,4,
6,normal,Activity R,5,
6,normal,Activity AC,6,
6,normal,Activity AG,7,
6,normal,Activity AD,8,
6,normal,Activity S,9,
6,normal,Activity B,10,
