caseid,label,name,order,timestamp
1,normal,Activity A,1,
1,normal,Activity C,2,
1,normal,Activity D,3,
1,normal,Activity E,4,
1,normal,Activity I,5,
1,normal,Activity F,6,
1,normal,Activity J,7,
1,normal,Activity K,8,
1,normal,Activity B,9,
2,normal,Activity A,1,
2,normal,Activity AT,2,
2,normal,Activity AX,3,
2,normal,Activity AU,4,
2,normal,Activity B,5,
3,normal,Activity A,1,
3,normal,Activity AT,2,
3,normal,Activity AV,3,
3,normal,Activity AW,4,
3,normal,Activity AU,5,
3,normal,Activity B,6,
4,normal,Activity A,1,
4,normal,Activity AT,2,
4,normal,Activity AV,3,
4,normal,Activity AW,4,
4,normal,Activity AU,5,
4,normal,Activity B,6,
5,normal,Activity A,1,
5,normal,Activity C,2,
5,normal,Activity D,3,
5,normal,Activity E,4,
5,normal,Activity G,5,
5,normal,Activity F,6,
5,normal,Activity J,7,
5,normal,Activity K,8,
5,normal,Activity B,9,
6,"{'anomaly': 'SkipSequence', 'attr': {'size': 2, 'skipped': [{'attributes': {}, 'name': 'Activity C', 'timestamp': None}, {'attributes': {}, 'name': 'Activity D', 'timestamp': None}], 'start': 1}}",Activity A,1,
6,"{'anomaly': 'SkipSequence', 'attr': {'size': 2, 'skipped': [{'attributes': {}, 'name': 'Activity C', 'timestamp': None}, {'attributes': {}, 'name': 'Activity D', 'timestamp': None}], 'start': 1}}",Activity E,2,
6,"{'anomaly': 'SkipSequence', 'attr': {'size': 2, 'skipped': [{'attributes': {}, 'name': 'Activity C', 'timestamp': None}, {'attributes': {}, 'name': 'Activity D', 'timestamp': None}], 'start': 1}}",Activity G,3,
6,"{'anomaly': 'SkipSequence', 'attr': {'size': 2, 'skipped': [{'attributes': {}, 'name': 'Activity C', 'timestamp': None}, {'attributes': {}, 'name': 'Activity D', 'timestamp': None}], 'start': 1}}",Activity F,4,
6,"{'anomaly': 'SkipSequence', 'attr': {'size': 2, 'skipped': [{'attributes': {}, 'name': 'Activity C', 'timestamp': None}, {'attributes': {}, 'name': 'Activity D', 'timestamp': None}], 'start': 1}}",Activity J,5,
6,"{'anomaly': 'SkipSequence', 'attr': {'size': 2, 'skipped': [{'attributes': {}, 'name': 'Activity C', 'timestamp': None}, {'attributes': {}, 'name': 'Activity D', 'timestamp': None}], 'start': 1}}",Activity K,6,
6,"{'anomaly': 'SkipSequence', 'attr': {'size': 2, 'skipped': [{'attributes': {}, 'name': 'Activity C', 'timestamp': None}, {'attributes': {}, 'name': 'Activity D', 'timestamp': None}], 'start': 1}}",Activity B,7,
7,normal,Activity A,1,
7,normal,Activity AT,2,
7,normal,Activity AV,3,
7,normal,Activity AW,4,
7,normal,Activity AU,5,
7,normal,Activity B,6,
8,normal,Activity A,1,
8,normal,Activity C,2,
8,normal,Activity D,3,
8,normal,Activity E,4,
8,normal,Activity G,5,
8,normal,Activity F,6,
8,normal,Activity J,7,
8,normal,Activity K,8,
8,normal,Activity B,9,
9,normal,Activity A,1,
9,normal,Activity C,2,
9,normal,Activity D,3,
9,normal,Activity E,4,
9,normal,Activity G,5,
9,normal,Activity F,6,
9,normal,Activity J,7,
9,normal,Activity K,8,
9,normal,Activity B,9,
10,normal,Activity A,1,
10,normal,Activity AT,2,
10,normal,Activity AV,3,
10,normal,Activity AW,4,
10,normal,Activity AU,5,
10,normal,Activity B,6,
11,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity AJ', 'timestamp': None}, {'attributes': {}, 'name': 'Activity B', 'timestamp': None}], 'size': 2, 'start': 5}}",Activity A,1,
11,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity AJ', 'timestamp': None}, {'attributes': {}, 'name': 'Activity B', 'timestamp': None}], 'size': 2, 'start': 5}}",Activity AI,2,
11,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity AJ', 'timestamp': None}, {'attributes': {}, 'name': 'Activity B', 'timestamp': None}], 'size': 2, 'start': 5}}",Activity AK,3,
11,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity AJ', 'timestamp': None}, {'attributes': {}, 'name': 'Activity B', 'timestamp': None}], 'size': 2, 'start': 5}}",Activity AJ,4,
11,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity AJ', 'timestamp': None}, {'attributes': {}, 'name': 'Activity B', 'timestamp': None}], 'size': 2, 'start': 5}}",Activity B,5,
11,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity AJ', 'timestamp': None}, {'attributes': {}, 'name': 'Activity B', 'timestamp': None}], 'size': 2, 'start': 5}}",Activity AJ,6,
11,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity AJ', 'timestamp': None}, {'attributes': {}, 'name': 'Activity B', 'timestamp': None}], 'size': 2, 'start': 5}}",Activity B,7,
12,normal,Activity A,1,
12,normal,Activity AI,2,
12,normal,Activity AP,3,
12,normal,Activity AQ,4,
12,normal,Activity AR,5,
12,normal,Activity AS,6,
12,normal,Activity AJ,7,
12,normal,Activity B,8,
13,normal,Activity A,1,
13,normal,Activity AT,2,
13,normal,Activity AV,3,
13,normal,Activity AW,4,
13,normal,Activity AU,5,
13,normal,Activity B,6,
14,normal,Activity A,1,
14,normal,Activity C,2,
14,normal,Activity D,3,
14,normal,Activity E,4,
14,normal,Activity I,5,
14,normal,Activity F,6,
14,normal,Activity J,7,
14,normal,Activity K,8,
14,normal,Activity B,9,
15,"{'anomaly': 'SkipSequence', 'attr': {'size': 2, 'skipped': [{'attributes': {}, 'name': 'Activity AK', 'timestamp': None}, {'attributes': {}, 'name': 'Activity AJ', 'timestamp': None}], 'start': 2}}",Activity A,1,
15,"{'anomaly': 'SkipSequence', 'attr': {'size': 2, 'skipped': [{'attributes': {}, 'name': 'Activity AK', 'timestamp': None}, {'attributes': {}, 'name': 'Activity AJ', 'timestamp': None}], 'start': 2}}",Activity AI,2,
