caseid,label,name,order,timestamp
1,normal,Activity A,1,
1,normal,Activity Z,2,
1,normal,Activity AA,3,
1,normal,Activity AD,4,
1,normal,Activity AB,5,
1,normal,Activity B,6,
2,normal,Activity A,1,
2,normal,Activity O,2,
2,normal,Activity Q,3,
2,normal,Activity R,4,
2,normal,Activity P,5,
2,normal,Activity B,6,
3,"{'anomaly': 'SkipSequence', 'attr': {'size': 2, 'skipped': [{'attributes': {}, 'name': 'Activity D', 'timestamp': None}, {'attributes': {}, 'name': 'Activity I', 'timestamp': None}], 'start': 3}}",Activity A,1,
3,"{'anomaly': 'SkipSequence', 'attr': {'size': 2, 'skipped': [{'attributes': {}, 'name': 'Activity D', 'timestamp': None}, {'attributes': {}, 'name': 'Activity I', 'timestamp': None}], 'start': 3}}",Activity C,2,
3,"{'anomaly': 'SkipSequence', 'attr': {'size': 2, 'skipped': [{'attributes': {}, 'name': 'Activity D', 'timestamp': None}, {'attributes': {}, 'name': 'Activity I', 'timestamp': None}], 'start': 3}}",Activity E,3,
3,"{'anomaly': 'SkipSequence', 'attr': {'size': 2, 'skipped': [{'attributes': {}, 'name': 'Activity D', 'timestamp': None}, {'attributes': {}, 'name': 'Activity I', 'timestamp': None}], 'start': 3}}",Activity L,4,
3,"{'anomaly': 'SkipSequence', 'attr': {'size': 2, 'skipped': [{'attributes': {}, 'name': 'Activity D', 'timestamp': None}, {'attributes': {}, 'name': 'Activity I', 'timestamp': None}], 'start': 3}}",Activity J,5,
3,"{'anomaly': 'SkipSequence', 'attr': {'size': 2, 'skipped': [{'attributes': {}, 'name': 'Activity D', 'timestamp': None}, {'attributes': {}, 'name': 'Activity I', 'timestamp': None}], 'start': 3}}",Activity B,6,
4,"{'anomaly': 'Late', 'attr': {'shift_from': 0, 'shift_to': 3, 'size': 2}}",Activity Q,1,
4,"{'anomaly': 'Late', 'attr': {'shift_from': 0, 'shift_to': 3, 'size': 2}}",Activity R,2,
4,"{'anomaly': 'Late', 'attr': {'shift_from': 0, 'shift_to': 3, 'size': 2}}",Activity P,3,
4,"{'anomaly': 'Late', 'attr': {'shift_from': 0, 'shift_to': 3, 'size': 2}}",Activity A,4,
4,"{'anomaly': 'Late', 'attr': {'shift_from': 0, 'shift_to': 3, 'size': 2}}",Activity O,5,
4,"{'anomaly': 'Late', 'attr': {'shift_from': 0, 'shift_to': 3, 'size': 2}}",Activity B,6,
5,"{'anomaly': 'SkipSequence', 'attr': {'size': 1, 'skipped': [{'attributes': {}, 'name': 'Activity AB', 'timestamp': None}], 'start': 4}}",Activity A,1,
5,"{'anomaly': 'SkipSequence', 'attr': {'size': 1, 'skipped': [{'attributes': {}, 'name': 'Activity AB', 'timestamp': None}], 'start': 4}}",Activity Z,2,
5,"{'anomaly': 'SkipSequence', 'attr': {'size': 1, 'skipped': [{'attributes': {}, 'name': 'Activity AB', 'timestamp': None}], 'start': 4}}",Activity AA,3,
5,"{'anomaly': 'SkipSequence', 'attr': {'size': 1, 'skipped': [{'attributes': {}, 'name': 'Activity AB', 'timestamp': None}], 'start': 4}}",Activity AF,4,
5,"{'anomaly': 'SkipSequence', 'attr': {'size': 1, 'skipped': [{'attributes': {}, 'name': 'Activity AB', 'timestamp': None}], 'start': 4}}",Activity B,5,
6,"{'anomaly': 'SkipSequence', 'attr': {'size': 1, 'skipped': [{'attributes': {}, 'name': 'Activity A', 'timestamp': None}], 'start': 0}}",Activity O,1,
6,"{'anomaly': 'SkipSequence', 'attr': {'size': 1, 'skipped': [{'attributes': {}, 'name': 'Activity A', 'timestamp': None}], 'start': 0}}",Activity Q,2,
6,"{'anomaly': 'SkipSequence', 'attr': {'size': 1, 'skipped': [{'attributes': {}, 'name': 'Activity A', 'timestamp': None}], 'start': 0}}",Activity R,3,
6,"{'anomaly': 'SkipSequence', 'attr': {'size': 1, 'skipped': [{'attributes': {}, 'name': 'Activity A', 'timestamp': None}], 'start': 0}}",Activity P,4,
6,"{'anomaly': 'SkipSequence', 'attr': {'size': 1, 'skipped': [{'attributes': {}, 'name': 'Activity A', 'timestamp': None}], 'start': 0}}",Activity B,5,
7,normal,Activity A,1,
7,normal,Activity O,2,
7,normal,Activity S,3,
7,normal,Activity T,4,
7,normal,Activity P,5,
7,normal,Activity B,6,
8,normal,Activity A,1,
8,normal,Activity Z,2,
8,normal,Activity AA,3,
8,normal,Activity AC,4,
8,normal,Activity AB,5,
8,normal,Activity B,6,
9,normal,Activity A,1,
9,normal,Activity Z,2,
9,normal,Activity AA,3,
9,normal,Activity AF,4,
9,normal,Activity AB,5,
9,normal,Activity B,6,
10,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity AE', 'timestamp': None}, {'attributes': {}, 'name': 'Activity AB', 'timestamp': None}], 'size': 2, 'start': 5}}",Activity A,1,
10,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity AE', 'timestamp': None}, {'attributes': {}, 'name': 'Activity AB', 'timestamp': None}], 'size': 2, 'start': 5}}",Activity Z,2,
10,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity AE', 'timestamp': None}, {'attributes': {}, 'name': 'Activity AB', 'timestamp': None}], 'size': 2, 'start': 5}}",Activity AA,3,
10,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity AE', 'timestamp': None}, {'attributes': {}, 'name': 'Activity AB', 'timestamp': None}], 'size': 2, 'start': 5}}",Activity AE,4,
10,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity AE', 'timestamp': None}, {'attributes': {}, 'name': 'Activity AB', 'timestamp': None}], 'size': 2, 'start': 5}}",Activity AB,5,
10,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity AE', 'timestamp': None}, {'attributes': {}, 'name': 'Activity AB', 'timestamp': None}], 'size': 2, 'start': 5}}",Activity AE,6,
