caseid,label,name,order,timestamp
1,normal,Activity A,1,
1,normal,Activity O,2,
1,normal,Activity S,3,
1,normal,Activity T,4,
1,normal,Activity P,5,
1,normal,Activity B,6,
2,normal,Activity A,1,
2,normal,Activity C,2,
2,normal,Activity E,3,
2,normal,Activity D,4,
2,normal,Activity I,5,
2,normal,Activity M,6,
2,normal,Activity J,7,
2,normal,Activity B,8,
3,normal,Activity A,1,
3,normal,Activity Z,2,
3,normal,Activity AA,3,
3,normal,Activity AE,4,
3,normal,Activity AB,5,
3,normal,Activity B,6,
4,"{'anomaly': 'Early', 'attr': {'shift_from': 5, 'shift_to': 2, 'size': 1}}",Activity A,1,
4,"{'anomaly': 'Early', 'attr': {'shift_from': 5, 'shift_to': 2, 'size': 1}}",Activity O,2,
4,"{'anomaly': 'Early', 'attr': {'shift_from': 5, 'shift_to': 2, 'size': 1}}",Activity P,3,
4,"{'anomaly': 'Early', 'attr': {'shift_from': 5, 'shift_to': 2, 'size': 1}}",Activity S,4,
4,"{'anomaly': 'Early', 'attr': {'shift_from': 5, 'shift_to': 2, 'size': 1}}",Activity T,5,
4,"{'anomaly': 'Early', 'attr': {'shift_from': 5, 'shift_to': 2, 'size': 1}}",Activity B,6,
5,normal,Activity A,1,
5,normal,Activity O,2,
5,normal,Activity S,3,
5,normal,Activity T,4,
5,normal,Activity P,5,
5,normal,Activity B,6,
6,normal,Activity A,1,
6,normal,Activity O,2,
6,normal,Activity S,3,
6,normal,Activity T,4,
6,normal,Activity P,5,
6,normal,Activity B,6,
7,"{'anomaly': 'Insert', 'attr': {'indices': [0, 3]}}",Random activity 21,1,
7,"{'anomaly': 'Insert', 'attr': {'indices': [0, 3]}}",Activity A,2,
7,"{'anomaly': 'Insert', 'attr': {'indices': [0, 3]}}",Activity Z,3,
7,"{'anomaly': 'Insert', 'attr': {'indices': [0, 3]}}",Random activity 14,4,
7,"{'anomaly': 'Insert', 'attr': {'indices': [0, 3]}}",Activity AA,5,
7,"{'anomaly': 'Insert', 'attr': {'indices': [0, 3]}}",Activity AD,6,
7,"{'anomaly': 'Insert', 'attr': {'indices': [0, 3]}}",Activity AB,7,
7,"{'anomaly': 'Insert', 'attr': {'indices': [0, 3]}}",Activity B,8,
8,"{'anomaly': 'SkipSequence', 'attr': {'size': 2, 'skipped': [{'attributes': {}, 'name': 'Activity A', 'timestamp': None}, {'attributes': {}, 'name': 'Activity O', 'timestamp': None}], 'start': 0}}",Activity S,1,
8,"{'anomaly': 'SkipSequence', 'attr': {'size': 2, 'skipped': [{'attributes': {}, 'name': 'Activity A', 'timestamp': None}, {'attributes': {}, 'name': 'Activity O', 'timestamp': None}], 'start': 0}}",Activity T,2,
8,"{'anomaly': 'SkipSequence', 'attr': {'size': 2, 'skipped': [{'attributes': {}, 'name': 'Activity A', 'timestamp': None}, {'attributes': {}, 'name': 'Activity O', 'timestamp': None}], 'start': 0}}",Activity P,3,
8,"{'anomaly': 'SkipSequence', 'attr': {'size': 2, 'skipped': [{'attributes': {}, 'name': 'Activity A', 'timestamp': None}, {'attributes': {}, 'name': 'Activity O', 'timestamp': None}], 'start': 0}}",Activity B,4,
9,normal,Activity A,1,
9,normal,Activity C,2,
9,normal,Activity G,3,
9,normal,Activity D,4,
9,normal,Activity I,5,
9,normal,Activity L,6,
9,normal,Activity J,7,
9,normal,Activity B,8,
10,normal,Activity A,1,
10,normal,Activity Y,2,
10,normal,Activity B,3,
11,normal,Activity A,1,
11,normal,Activity O,2,
11,normal,Activity S,3,
11,normal,Activity T,4,
11,normal,Activity P,5,
11,normal,Activity B,6,
12,normal,Activity A,1,
12,normal,Activity Z,2,
12,normal,Activity AA,3,
12,normal,Activity AD,4,
12,normal,Activity AB,5,
12,normal,Activity B,6,
13,"{'anomaly': 'Late', 'attr': {'shift_from': 0, 'shift_to': 1, 'size': 1}}",Activity O,1,
13,"{'anomaly': 'Late', 'attr': {'shift_from': 0, 'shift_to': 1, 'size': 1}}",Activity A,2,
13,"{'anomaly': 'Late', 'attr': {'shift_from': 0, 'shift_to': 1, 'size': 1}}",Activity S,3,
13,"{'anomaly': 'Late', 'attr': {'shift_from': 0, 'shift_to': 1, 'size': 1}}",Activity T,4,
13,"{'anomaly': 'Late', 'attr': {'shift_from': 0, 'shift_to': 1, 'size': 1}}",Activity P,5,
13,"{'anomaly': 'Late', 'attr': {'shift_from': 0, 'shift_to': 1, 'size': 1}}",Activity B,6,
14,normal,Activity A,1,
14,normal,Activity Z,2,
14,normal,Activity AA,3,
14,normal,Activity AE,4,
14,normal,Activity AB,5,
14,normal,Activity B,6,
15,"{'anomaly': 'Insert', 'attr': {'indices': [0, 4]}}",Random activity 10,1,
15,"{'anomaly': 'Insert', 'attr': {'indices': [0, 4]}}",Activity A,2,
15,"{'anomaly': 'Insert', 'attr': {'indices': [0, 4]}}",Activity O,3,
15,"{'anomaly': 'Insert', 'attr': {'indices': [0, 4]}}",Activity S,4,
15,"{'anomaly': 'Insert', 'attr': {'indices': [0, 4]}}",Random activity 30,5,
15,"{'anomaly': 'Insert', 'attr': {'indices': [0, 4]}}",Activity T,6,
15,"{'anomaly': 'Insert', 'attr': {'indices': [0, 4]}}",Activity P,7,
15,"{'anomaly': 'Insert', 'attr': {'indices': [0, 4]}}",Activity B,8,
16,normal,Activity A,1,
16,normal,Activity O,2,
16,normal,Activity S,3,
16,normal,Activity T,4,
16,normal,Activity P,5,
16,normal,Activity B,6,
