caseid,label,name,order,timestamp
1,normal,Activity A,1,
1,normal,Activity C,2,
1,normal,Activity F,3,
1,normal,Activity D,4,
1,normal,Activity I,5,
1,normal,Activity M,6,
1,normal,Activity J,7,
1,normal,Activity B,8,
2,"{'anomaly': 'Late', 'attr': {'shift_from': 0, 'shift_to': 4, 'size': 2}}",Activity H,1,
2,"{'anomaly': 'Late', 'attr': {'shift_from': 0, 'shift_to': 4, 'size': 2}}",Activity D,2,
2,"{'anomaly': 'Late', 'attr': {'shift_from': 0, 'shift_to': 4, 'size': 2}}",Activity I,3,
2,"{'anomaly': 'Late', 'attr': {'shift_from': 0, 'shift_to': 4, 'size': 2}}",Activity M,4,
2,"{'anomaly': 'Late', 'attr': {'shift_from': 0, 'shift_to': 4, 'size': 2}}",Activity A,5,
2,"{'anomaly': 'Late', 'attr': {'shift_from': 0, 'shift_to': 4, 'size': 2}}",Activity C,6,
2,"{'anomaly': 'Late', 'attr': {'shift_from': 0, 'shift_to': 4, 'size': 2}}",Activity J,7,
2,"{'anomaly': 'Late', 'attr': {'shift_from': 0, 'shift_to': 4, 'size': 2}}",Activity B,8,
3,"{'anomaly': 'Insert', 'attr': {'indices': [0]}}",Random activity 29,1,
3,"{'anomaly': 'Insert', 'attr': {'indices': [0]}}",Activity A,2,
3,"{'anomaly': 'Insert', 'attr': {'indices': [0]}}",Activity Y,3,
3,"{'anomaly': 'Insert', 'attr': {'indices': [0]}}",Activity B,4,
4,"{'anomaly': 'Early', 'attr': {'shift_from': 4, 'shift_to': 0, 'size': 2}}",Activity F,1,
4,"{'anomaly': 'Early', 'attr': {'shift_from': 4, 'shift_to': 0, 'size': 2}}",Activity D,2,
4,"{'anomaly': 'Early', 'attr': {'shift_from': 4, 'shift_to': 0, 'size': 2}}",Activity A,3,
4,"{'anomaly': 'Early', 'attr': {'shift_from': 4, 'shift_to': 0, 'size': 2}}",Activity C,4,
4,"{'anomaly': 'Early', 'attr': {'shift_from': 4, 'shift_to': 0, 'size': 2}}",Activity I,5,
4,"{'anomaly': 'Early', 'attr': {'shift_from': 4, 'shift_to': 0, 'size': 2}}",Activity K,6,
4,"{'anomaly': 'Early', 'attr': {'shift_from': 4, 'shift_to': 0, 'size': 2}}",Activity J,7,
4,"{'anomaly': 'Early', 'attr': {'shift_from': 4, 'shift_to': 0, 'size': 2}}",Activity B,8,
5,normal,Activity A,1,
5,normal,Activity C,2,
5,normal,Activity H,3,
5,normal,Activity D,4,
5,normal,Activity I,5,
5,normal,Activity L,6,
5,normal,Activity J,7,
5,normal,Activity B,8,
6,normal,Activity A,1,
6,normal,Activity C,2,
6,normal,Activity H,3,
6,normal,Activity D,4,
6,normal,Activity I,5,
6,normal,Activity M,6,
6,normal,Activity J,7,
6,normal,Activity B,8,
7,normal,Activity A,1,
7,normal,Activity C,2,
7,normal,Activity F,3,
7,normal,Activity D,4,
7,normal,Activity I,5,
7,normal,Activity M,6,
7,normal,Activity J,7,
7,normal,Activity B,8,
8,normal,Activity A,1,
8,normal,Activity Y,2,
8,normal,Activity B,3,
9,"{'anomaly': 'Early', 'attr': {'shift_from': 4, 'shift_to': 1, 'size': 2}}",Activity A,1,
9,"{'anomaly': 'Early', 'attr': {'shift_from': 4, 'shift_to': 1, 'size': 2}}",Activity H,2,
9,"{'anomaly': 'Early', 'attr': {'shift_from': 4, 'shift_to': 1, 'size': 2}}",Activity D,3,
9,"{'anomaly': 'Early', 'attr': {'shift_from': 4, 'shift_to': 1, 'size': 2}}",Activity C,4,
9,"{'anomaly': 'Early', 'attr': {'shift_from': 4, 'shift_to': 1, 'size': 2}}",Activity I,5,
9,"{'anomaly': 'Early', 'attr': {'shift_from': 4, 'shift_to': 1, 'size': 2}}",Activity M,6,
9,"{'anomaly': 'Early', 'attr': {'shift_from': 4, 'shift_to': 1, 'size': 2}}",Activity J,7,
9,"{'anomaly': 'Early', 'attr': {'shift_from': 4, 'shift_to': 1, 'size': 2}}",Activity B,8,
10,normal,Activity A,1,
10,normal,Activity C,2,
10,normal,Activity H,3,
10,normal,Activity D,4,
10,normal,Activity I,5,
10,normal,Activity M,6,
10,normal,Activity J,7,
10,normal,Activity B,8,
11,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity A', 'timestamp': None}, {'attributes': {}, 'name': 'Activity C', 'timestamp': None}, {'attributes': {}, 'name': 'Activity F', 'timestamp': None}], 'size': 3, 'start': 8}}",Activity A,1,
11,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity A', 'timestamp': None}, {'attributes': {}, 'name': 'Activity C', 'timestamp': None}, {'attributes': {}, 'name': 'Activity F', 'timestamp': None}], 'size': 3, 'start': 8}}",Activity C,2,
11,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity A', 'timestamp': None}, {'attributes': {}, 'name': 'Activity C', 'timestamp': None}, {'attributes': {}, 'name': 'Activity F', 'timestamp': None}], 'size': 3, 'start': 8}}",Activity F,3,
11,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity A', 'timestamp': None}, {'attributes': {}, 'name': 'Activity C', 'timestamp': None}, {'attributes': {}, 'name': 'Activity F', 'timestamp': None}], 'size': 3, 'start': 8}}",Activity D,4,
11,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity A', 'timestamp': None}, {'attributes': {}, 'name': 'Activity C', 'timestamp': None}, {'attributes': {}, 'name': 'Activity F', 'timestamp': None}], 'size': 3, 'start': 8}}",Activity I,5,
11,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity A', 'timestamp': None}, {'attributes': {}, 'name': 'Activity C', 'timestamp': None}, {'attributes': {}, 'name': 'Activity F', 'timestamp': None}], 'size': 3, 'start': 8}}",Activity M,6,
