caseid,label,name,order,timestamp
1,"{'anomaly': 'Insert', 'attr': {'indices': [2]}}",Activity A,1,
1,"{'anomaly': 'Insert', 'attr': {'indices': [2]}}",Activity Z,2,
1,"{'anomaly': 'Insert', 'attr': {'indices': [2]}}",Random activity 13,3,
1,"{'anomaly': 'Insert', 'attr': {'indices': [2]}}",Activity AA,4,
1,"{'anomaly': 'Insert', 'attr': {'indices': [2]}}",Activity AC,5,
1,"{'anomaly': 'Insert', 'attr': {'indices': [2]}}",Activity AB,6,
1,"{'anomaly': 'Insert', 'attr': {'indices': [2]}}",Activity B,7,
2,normal,Activity A,1,
2,normal,Activity Z,2,
2,normal,Activity AA,3,
2,normal,Activity AC,4,
2,normal,Activity AB,5,
2,normal,Activity B,6,
3,normal,Activity A,1,
3,normal,Activity Z,2,
3,normal,Activity AA,3,
3,normal,Activity AD,4,
3,normal,Activity AB,5,
3,normal,Activity B,6,
4,"{'anomaly': 'SkipSequence', 'attr': {'size': 1, 'skipped': [{'attributes': {}, 'name': 'Activity AA', 'timestamp': None}], 'start': 2}}",Activity A,1,
4,"{'anomaly': 'SkipSequence', 'attr': {'size': 1, 'skipped': [{'attributes': {}, 'name': 'Activity AA', 'timestamp': None}], 'start': 2}}",Activity Z,2,
4,"{'anomaly': 'SkipSequence', 'attr': {'size': 1, 'skipped': [{'attributes': {}, 'name': 'Activity AA', 'timestamp': None}], 'start': 2}}",Activity AC,3,
4,"{'anomaly': 'SkipSequence', 'attr': {'size': 1, 'skipped': [{'attributes': {}, 'name': 'Activity AA', 'timestamp': None}], 'start': 2}}",Activity AB,4,
4,"{'anomaly': 'SkipSequence', 'attr': {'size': 1, 'skipped': [{'attributes': {}, 'name': 'Activity AA', 'timestamp': None}], 'start': 2}}",Activity B,5,
5,normal,Activity A,1,
5,normal,Activity Z,2,
5,normal,Activity AA,3,
5,normal,Activity AC,4,
5,normal,Activity AB,5,
5,normal,Activity B,6,
6,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity A', 'timestamp': None}, {'attributes': {}, 'name': 'Activity Y', 'timestamp': None}, {'attributes': {}, 'name': 'Activity B', 'timestamp': None}], 'size': 3, 'start': 3}}",Activity A,1,
6,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity A', 'timestamp': None}, {'attributes': {}, 'name': 'Activity Y', 'timestamp': None}, {'attributes': {}, 'name': 'Activity B', 'timestamp': None}], 'size': 3, 'start': 3}}",Activity Y,2,
6,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity A', 'timestamp': None}, {'attributes': {}, 'name': 'Activity Y', 'timestamp': None}, {'attributes': {}, 'name': 'Activity B', 'timestamp': None}], 'size': 3, 'start': 3}}",Activity B,3,
