caseid,label,name,order,timestamp
1,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity A', 'timestamp': None}, {'attributes': {}, 'name': 'Activity Y', 'timestamp': None}], 'size': 2, 'start': 3}}",Activity A,1,
1,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity A', 'timestamp': None}, {'attributes': {}, 'name': 'Activity Y', 'timestamp': None}], 'size': 2, 'start': 3}}",Activity Y,2,
1,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity A', 'timestamp': None}, {'attributes': {}, 'name': 'Activity Y', 'timestamp': None}], 'size': 2, 'start': 3}}",Activity B,3,
1,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity A', 'timestamp': None}, {'attributes': {}, 'name': 'Activity Y', 'timestamp': None}], 'size': 2, 'start': 3}}",Activity A,4,
1,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity A', 'timestamp': None}, {'attributes': {}, 'name': 'Activity Y', 'timestamp': None}], 'size': 2, 'start': 3}}",Activity Y,5,
2,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity A', 'timestamp': None}, {'attributes': {}, 'name': 'Activity Y', 'timestamp': None}], 'size': 2, 'start': 2}}",Activity A,1,
2,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity A', 'timestamp': None}, {'attributes': {}, 'name': 'Activity Y', 'timestamp': None}], 'size': 2, 'start': 2}}",Activity Y,2,
2,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity A', 'timestamp': None}, {'attributes': {}, 'name': 'Activity Y', 'timestamp': None}], 'size': 2, 'start': 2}}",Activity A,3,
2,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity A', 'timestamp': None}, {'attributes': {}, 'name': 'Activity Y', 'timestamp': None}], 'size': 2, 'start': 2}}",Activity Y,4,
2,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity A', 'timestamp': None}, {'attributes': {}, 'name': 'Activity Y', 'timestamp': None}], 'size': 2, 'start': 2}}",Activity B,5,
3,"{'anomaly': 'Late', 'attr': {'shift_from': 2, 'shift_to': 5, 'size': 2}}",Activity A,1,
3,"{'anomaly': 'Late', 'attr': {'shift_from': 2, 'shift_to': 5, 'size': 2}}",Activity C,2,
3,"{'anomaly': 'Late', 'attr': {'shift_from': 2, 'shift_to': 5, 'size': 2}}",Activity I,3,
3,"{'anomaly': 'Late', 'attr': {'shift_from': 2, 'shift_to': 5, 'size': 2}}",Activity L,4,
3,"{'anomaly': 'Late', 'attr': {'shift_from': 2, 'shift_to': 5, 'size': 2}}",Activity J,5,
3,"{'anomaly': 'Late', 'attr': {'shift_from': 2, 'shift_to': 5, 'size': 2}}",Activity H,6,
3,"{'anomaly': 'Late', 'attr': {'shift_from': 2, 'shift_to': 5, 'size': 2}}",Activity D,7,
3,"{'anomaly': 'Late', 'attr': {'shift_from': 2, 'shift_to': 5, 'size': 2}}",Activity B,8,
4,normal,Activity A,1,
4,normal,Activity Z,2,
4,normal,Activity AA,3,
4,normal,Activity AE,4,
4,normal,Activity AB,5,
4,normal,Activity B,6,
5,"{'anomaly': 'SkipSequence', 'attr': {'size': 2, 'skipped': [{'attributes': {}, 'name': 'Activity C', 'timestamp': None}, {'attributes': {}, 'name': 'Activity H', 'timestamp': None}], 'start': 1}}",Activity A,1,
5,"{'anomaly': 'SkipSequence', 'attr': {'size': 2, 'skipped': [{'attributes': {}, 'name': 'Activity C', 'timestamp': None}, {'attributes': {}, 'name': 'Activity H', 'timestamp': None}], 'start': 1}}",Activity D,2,
5,"{'anomaly': 'SkipSequence', 'attr': {'size': 2, 'skipped': [{'attributes': {}, 'name': 'Activity C', 'timestamp': None}, {'attributes': {}, 'name': 'Activity H', 'timestamp': None}], 'start': 1}}",Activity I,3,
5,"{'anomaly': 'SkipSequence', 'attr': {'size': 2, 'skipped': [{'attributes': {}, 'name': 'Activity C', 'timestamp': None}, {'attributes': {}, 'name': 'Activity H', 'timestamp': None}], 'start': 1}}",Activity M,4,
5,"{'anomaly': 'SkipSequence', 'attr': {'size': 2, 'skipped': [{'attributes': {}, 'name': 'Activity C', 'timestamp': None}, {'attributes': {}, 'name': 'Activity H', 'timestamp': None}], 'start': 1}}",Activity J,5,
5,"{'anomaly': 'SkipSequence', 'attr': {'size': 2, 'skipped': [{'attributes': {}, 'name': 'Activity C', 'timestamp': None}, {'attributes': {}, 'name': 'Activity H', 'timestamp': None}], 'start': 1}}",Activity B,6,
6,normal,Activity A,1,
6,normal,Activity Y,2,
6,normal,Activity B,3,
7,"{'anomaly': 'Insert', 'attr': {'indices': [4]}}",Activity A,1,
7,"{'anomaly': 'Insert', 'attr': {'indices': [4]}}",Activity Z,2,
7,"{'anomaly': 'Insert', 'attr': {'indices': [4]}}",Activity AA,3,
7,"{'anomaly': 'Insert', 'attr': {'indices': [4]}}",Activity AD,4,
7,"{'anomaly': 'Insert', 'attr': {'indices': [4]}}",Random activity 17,5,
7,"{'anomaly': 'Insert', 'attr': {'indices': [4]}}",Activity AB,6,
7,"{'anomaly': 'Insert', 'attr': {'indices': [4]}}",Activity B,7,
8,normal,Activity A,1,
8,normal,Activity C,2,
8,normal,Activity H,3,
8,normal,Activity D,4,
8,normal,Activity I,5,
8,normal,Activity K,6,
8,normal,Activity J,7,
8,normal,Activity B,8,
9,normal,Activity A,1,
9,normal,Activity Y,2,
9,normal,Activity B,3,
10,normal,Activity A,1,
10,normal,Activity Y,2,
10,normal,Activity B,3,
11,normal,Activity A,1,
11,normal,Activity Z,2,
11,normal,Activity AA,3,
11,normal,Activity AD,4,
11,normal,Activity AB,5,
11,normal,Activity B,6,
