caseid,label,name,order,timestamp
1,normal,Activity A,1,
1,normal,Activity Y,2,
1,normal,Activity B,3,
2,normal,Activity A,1,
2,normal,Activity C,2,
2,normal,Activity F,3,
2,normal,Activity D,4,
2,normal,Activity I,5,
2,normal,Activity L,6,
2,normal,Activity J,7,
2,normal,Activity B,8,
3,normal,Activity A,1,
3,normal,Activity C,2,
3,normal,Activity F,3,
3,normal,Activity D,4,
3,normal,Activity I,5,
3,normal,Activity L,6,
3,normal,Activity J,7,
3,normal,Activity B,8,
4,normal,Activity A,1,
4,normal,Activity Z,2,
4,normal,Activity AA,3,
4,normal,Activity AE,4,
4,normal,Activity AB,5,
4,normal,Activity B,6,
5,"{'anomaly': 'Late', 'attr': {'shift_from': 0, 'shift_to': 1, 'size': 1}}",Activity Y,1,
5,"{'anomaly': 'Late', 'attr': {'shift_from': 0, 'shift_to': 1, 'size': 1}}",Activity A,2,
5,"{'anomaly': 'Late', 'attr': {'shift_from': 0, 'shift_to': 1, 'size': 1}}",Activity B,3,
6,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity E', 'timestamp': None}, {'attributes': {}, 'name': 'Activity D', 'timestamp': None}, {'attributes': {}, 'name': 'Activity I', 'timestamp': None}], 'size': 3, 'start': 8}}",Activity A,1,
6,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity E', 'timestamp': None}, {'attributes': {}, 'name': 'Activity D', 'timestamp': None}, {'attributes': {}, 'name': 'Activity I', 'timestamp': None}], 'size': 3, 'start': 8}}",Activity C,2,
6,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity E', 'timestamp': None}, {'attributes': {}, 'name': 'Activity D', 'timestamp': None}, {'attributes': {}, 'name': 'Activity I', 'timestamp': None}], 'size': 3, 'start': 8}}",Activity E,3,
6,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity E', 'timestamp': None}, {'attributes': {}, 'name': 'Activity D', 'timestamp': None}, {'attributes': {}, 'name': 'Activity I', 'timestamp': None}], 'size': 3, 'start': 8}}",Activity D,4,
6,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity E', 'timestamp': None}, {'attributes': {}, 'name': 'Activity D', 'timestamp': None}, {'attributes': {}, 'name': 'Activity I', 'timestamp': None}], 'size': 3, 'start': 8}}",Activity I,5,
6,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity E', 'timestamp': None}, {'attributes': {}, 'name': 'Activity D', 'timestamp': None}, {'attributes': {}, 'name': 'Activity I', 'timestamp': None}], 'size': 3, 'start': 8}}",Activity L,6,
