caseid,label,name,order,timestamp
1,normal,Activity A,1,
1,normal,Activity B,2,
1,normal,Activity C,3,
1,normal,Activity D,4,
1,normal,Activity E,5,
1,normal,Activity G,6,
1,normal,Activity H,7,
1,normal,Activity I,8,
1,normal,Activity J,9,
1,normal,Activity F,10,
2,normal,Activity A,1,
2,normal,Activity B,2,
2,normal,Activity C,3,
2,normal,Activity D,4,
2,normal,Activity E,5,
2,normal,Activity K,6,
2,normal,Activity Q,7,
2,normal,Activity L,8,
2,normal,Activity F,9,
3,"{'anomaly': 'Insert', 'attr': {'indices': [1, 5]}}",Activity A,1,
3,"{'anomaly': 'Insert', 'attr': {'indices': [1, 5]}}",Random activity 6,2,
3,"{'anomaly': 'Insert', 'attr': {'indices': [1, 5]}}",Activity B,3,
3,"{'anomaly': 'Insert', 'attr': {'indices': [1, 5]}}",Activity C,4,
3,"{'anomaly': 'Insert', 'attr': {'indices': [1, 5]}}",Activity D,5,
3,"{'anomaly': 'Insert', 'attr': {'indices': [1, 5]}}",Random activity 4,6,
3,"{'anomaly': 'Insert', 'attr': {'indices': [1, 5]}}",Activity E,7,
3,"{'anomaly': 'Insert', 'attr': {'indices': [1, 5]}}",Activity K,8,
3,"{'anomaly': 'Insert', 'attr': {'indices': [1, 5]}}",Activity M,9,
3,"{'anomaly': 'Insert', 'attr': {'indices': [1, 5]}}",Activity N,10,
3,"{'anomaly': 'Insert', 'attr': {'indices': [1, 5]}}",Activity L,11,
3,"{'anomaly': 'Insert', 'attr': {'indices': [1, 5]}}",Activity F,12,
4,"{'anomaly': 'SkipSequence', 'attr': {'size': 1, 'skipped': [{'attributes': {}, 'name': 'Activity E', 'timestamp': None}], 'start': 4}}",Activity A,1,
4,"{'anomaly': 'SkipSequence', 'attr': {'size': 1, 'skipped': [{'attributes': {}, 'name': 'Activity E', 'timestamp': None}], 'start': 4}}",Activity B,2,
4,"{'anomaly': 'SkipSequence', 'attr': {'size': 1, 'skipped': [{'attributes': {}, 'name': 'Activity E', 'timestamp': None}], 'start': 4}}",Activity C,3,
4,"{'anomaly': 'SkipSequence', 'attr': {'size': 1, 'skipped': [{'attributes': {}, 'name': 'Activity E', 'timestamp': None}], 'start': 4}}",Activity D,4,
