caseid,label,name,order,timestamp
1,"{'anomaly': 'Insert', 'attr': {'indices': [5]}}",Activity A,1,
1,"{'anomaly': 'Insert', 'attr': {'indices': [5]}}",Activity B,2,
1,"{'anomaly': 'Insert', 'attr': {'indices': [5]}}",Activity C,3,
1,"{'anomaly': 'Insert', 'attr': {'indices': [5]}}",Activity D,4,
1,"{'anomaly': 'Insert', 'attr': {'indices': [5]}}",Activity E,5,
1,"{'anomaly': 'Insert', 'attr': {'indices': [5]}}",Random activity 1,6,
1,"{'anomaly': 'Insert', 'attr': {'indices': [5]}}",Activity K,7,
1,"{'anomaly': 'Insert', 'attr': {'indices': [5]}}",Activity O,8,
1,"{'anomaly': 'Insert', 'attr': {'indices': [5]}}",Activity P,9,
1,"{'anomaly': 'Insert', 'attr': {'indices': [5]}}",Activity L,10,
1,"{'anomaly': 'Insert', 'attr': {'indices': [5]}}",Activity F,11,
2,"{'anomaly': 'SkipSequence', 'attr': {'size': 1, 'skipped': [{'attributes': {}, 'name': 'Activity D', 'timestamp': None}], 'start': 3}}",Activity A,1,
2,"{'anomaly': 'SkipSequence', 'attr': {'size': 1, 'skipped': [{'attributes': {}, 'name': 'Activity D', 'timestamp': None}], 'start': 3}}",Activity B,2,
2,"{'anomaly': 'SkipSequence', 'attr': {'size': 1, 'skipped': [{'attributes': {}, 'name': 'Activity D', 'timestamp': None}], 'start': 3}}",Activity C,3,
2,"{'anomaly': 'SkipSequence', 'attr': {'size': 1, 'skipped': [{'attributes': {}, 'name': 'Activity D', 'timestamp': None}], 'start': 3}}",Activity E,4,
2,"{'anomaly': 'SkipSequence', 'attr': {'size': 1, 'skipped': [{'attributes': {}, 'name': 'Activity D', 'timestamp': None}], 'start': 3}}",Activity K,5,
2,"{'anomaly': 'SkipSequence', 'attr': {'size': 1, 'skipped': [{'attributes': {}, 'name': 'Activity D', 'timestamp': None}], 'start': 3}}",Activity Q,6,
2,"{'anomaly': 'SkipSequence', 'attr': {'size': 1, 'skipped': [{'attributes': {}, 'name': 'Activity D', 'timestamp': None}], 'start': 3}}",Activity L,7,
