caseid,label,name,order,timestamp
1,normal,Activity A,1,
1,normal,Activity C,2,
1,normal,Activity M,3,
1,normal,Activity D,4,
1,normal,Activity B,5,
2,"{'anomaly': 'Early', 'attr': {'shift_from': 6, 'shift_to': 0, 'size': 2}}",Activity Z,1,
2,"{'anomaly': 'Early', 'attr': {'shift_from': 6, 'shift_to': 0, 'size': 2}}",Activity O,2,
2,"{'anomaly': 'Early', 'attr': {'shift_from': 6, 'shift_to': 0, 'size': 2}}",Activity A,3,
2,"{'anomaly': 'Early', 'attr': {'shift_from': 6, 'shift_to': 0, 'size': 2}}",Activity N,4,
2,"{'anomaly': 'Early', 'attr': {'shift_from': 6, 'shift_to': 0, 'size': 2}}",Activity Y,5,
2,"{'anomaly': 'Early', 'attr': {'shift_from': 6, 'shift_to': 0, 'size': 2}}",Activity AA,6,
2,"{'anomaly': 'Early', 'attr': {'shift_from': 6, 'shift_to': 0, 'size': 2}}",Activity B,7,
3,normal,Activity A,1,
3,normal,Activity C,2,
3,normal,Activity K,3,
3,normal,Activity D,4,
3,normal,Activity B,5,
4,normal,Activity A,1,
4,normal,Activity C,2,
4,normal,Activity E,3,
4,normal,Activity J,4,
4,normal,Activity F,5,
4,normal,Activity D,6,
4,normal,Activity B,7,
5,normal,Activity A,1,
5,normal,Activity C,2,
5,normal,Activity L,3,
5,normal,Activity D,4,
5,normal,Activity B,5,
6,"{'anomaly': 'Insert', 'attr': {'indices': [2]}}",Activity A,1,
6,"{'anomaly': 'Insert', 'attr': {'indices': [2]}}",Activity C,2,
6,"{'anomaly': 'Insert', 'attr': {'indices': [2]}}",Random activity 32,3,
6,"{'anomaly': 'Insert', 'attr': {'indices': [2]}}",Activity M,4,
6,"{'anomaly': 'Insert', 'attr': {'indices': [2]}}",Activity D,5,
6,"{'anomaly': 'Insert', 'attr': {'indices': [2]}}",Activity B,6,
7,normal,Activity A,1,
7,normal,Activity N,2,
7,normal,Activity Y,3,
7,normal,Activity AA,4,
7,normal,Activity Z,5,
7,normal,Activity O,6,
7,normal,Activity B,7,
8,"{'anomaly': 'Late', 'attr': {'shift_from': 1, 'shift_to': 3, 'size': 2}}",Activity A,1,
8,"{'anomaly': 'Late', 'attr': {'shift_from': 1, 'shift_to': 3, 'size': 2}}",Activity I,2,
8,"{'anomaly': 'Late', 'attr': {'shift_from': 1, 'shift_to': 3, 'size': 2}}",Activity F,3,
8,"{'anomaly': 'Late', 'attr': {'shift_from': 1, 'shift_to': 3, 'size': 2}}",Activity C,4,
8,"{'anomaly': 'Late', 'attr': {'shift_from': 1, 'shift_to': 3, 'size': 2}}",Activity E,5,
8,"{'anomaly': 'Late', 'attr': {'shift_from': 1, 'shift_to': 3, 'size': 2}}",Activity D,6,
8,"{'anomaly': 'Late', 'attr': {'shift_from': 1, 'shift_to': 3, 'size': 2}}",Activity B,7,
9,normal,Activity A,1,
9,normal,Activity C,2,
9,normal,Activity E,3,
9,normal,Activity J,4,
9,normal,Activity F,5,
9,normal,Activity D,6,
9,normal,Activity B,7,
10,normal,Activity A,1,
10,normal,Activity C,2,
10,normal,Activity K,3,
10,normal,Activity D,4,
10,normal,Activity B,5,
11,"{'anomaly': 'Late', 'attr': {'shift_from': 1, 'shift_to': 4, 'size': 1}}",Activity A,1,
11,"{'anomaly': 'Late', 'attr': {'shift_from': 1, 'shift_to': 4, 'size': 1}}",Activity P,2,
11,"{'anomaly': 'Late', 'attr': {'shift_from': 1, 'shift_to': 4, 'size': 1}}",Activity Q,3,
11,"{'anomaly': 'Late', 'attr': {'shift_from': 1, 'shift_to': 4, 'size': 1}}",Activity O,4,
11,"{'anomaly': 'Late', 'attr': {'shift_from': 1, 'shift_to': 4, 'size': 1}}",Activity N,5,
11,"{'anomaly': 'Late', 'attr': {'shift_from': 1, 'shift_to': 4, 'size': 1}}",Activity B,6,
12,normal,Activity A,1,
12,normal,Activity C,2,
12,normal,Activity M,3,
12,normal,Activity D,4,
12,normal,Activity B,5,
13,normal,Activity A,1,
13,normal,Activity N,2,
13,normal,Activity Y,3,
13,normal,Activity AB,4,
13,normal,Activity Z,5,
13,normal,Activity O,6,
13,normal,Activity B,7,
14,normal,Activity A,1,
14,normal,Activity C,2,
14,normal,Activity M,3,
14,normal,Activity D,4,
14,normal,Activity B,5,
15,normal,Activity A,1,
15,normal,Activity C,2,
15,normal,Activity L,3,
15,normal,Activity D,4,
15,normal,Activity B,5,
16,normal,Activity A,1,
16,normal,Activity C,2,
16,normal,Activity M,3,
16,normal,Activity D,4,
16,normal,Activity B,5,
17,"{'anomaly': 'Late', 'attr': {'shift_from': 0, 'shift_to': 4, 'size': 2}}",Activity E,1,
17,"{'anomaly': 'Late', 'attr': {'shift_from': 0, 'shift_to': 4, 'size': 2}}",Activity G,2,
17,"{'anomaly': 'Late', 'attr': {'shift_from': 0, 'shift_to': 4, 'size': 2}}",Activity F,3,
17,"{'anomaly': 'Late', 'attr': {'shift_from': 0, 'shift_to': 4, 'size': 2}}",Activity D,4,
17,"{'anomaly': 'Late', 'attr': {'shift_from': 0, 'shift_to': 4, 'size': 2}}",Activity A,5,
17,"{'anomaly': 'Late', 'attr': {'shift_from': 0, 'shift_to': 4, 'size': 2}}",Activity C,6,
17,"{'anomaly': 'Late', 'attr': {'shift_from': 0, 'shift_to': 4, 'size': 2}}",Activity B,7,
18,"{'anomaly': 'SkipSequence', 'attr': {'size': 2, 'skipped': [{'attributes': {}, 'name': 'Activity A', 'timestamp': None}, {'attributes': {}, 'name': 'Activity C', 'timestamp': None}], 'start': 0}}",Activity L,1,
18,"{'anomaly': 'SkipSequence', 'attr': {'size': 2, 'skipped': [{'attributes': {}, 'name': 'Activity A', 'timestamp': None}, {'attributes': {}, 'name': 'Activity C', 'timestamp': None}], 'start': 0}}",Activity D,2,
18,"{'anomaly': 'SkipSequence', 'attr': {'size': 2, 'skipped': [{'attributes': {}, 'name': 'Activity A', 'timestamp': None}, {'attributes': {}, 'name': 'Activity C', 'timestamp': None}], 'start': 0}}",Activity B,3,
19,normal,Activity A,1,
19,normal,Activity N,2,
19,normal,Activity AG,3,
19,normal,Activity AH,4,
