caseid,label,name,order,timestamp
1,normal,Activity A,1,
1,normal,Activity C,2,
1,normal,Activity L,3,
1,normal,Activity D,4,
1,normal,Activity B,5,
2,normal,Activity A,1,
2,normal,Activity C,2,
2,normal,Activity L,3,
2,normal,Activity D,4,
2,normal,Activity B,5,
3,normal,Activity A,1,
3,normal,Activity C,2,
3,normal,Activity M,3,
3,normal,Activity D,4,
3,normal,Activity B,5,
4,"{'anomaly': 'Insert', 'attr': {'indices': [3]}}",Activity A,1,
4,"{'anomaly': 'Insert', 'attr': {'indices': [3]}}",Activity C,2,
4,"{'anomaly': 'Insert', 'attr': {'indices': [3]}}",Activity M,3,
4,"{'anomaly': 'Insert', 'attr': {'indices': [3]}}",Random activity 12,4,
4,"{'anomaly': 'Insert', 'attr': {'indices': [3]}}",Activity D,5,
4,"{'anomaly': 'Insert', 'attr': {'indices': [3]}}",Activity B,6,
5,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity E', 'timestamp': None}, {'attributes': {}, 'name': 'Activity G', 'timestamp': None}, {'attributes': {}, 'name': 'Activity F', 'timestamp': None}], 'size': 3, 'start': 6}}",Activity A,1,
5,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity E', 'timestamp': None}, {'attributes': {}, 'name': 'Activity G', 'timestamp': None}, {'attributes': {}, 'name': 'Activity F', 'timestamp': None}], 'size': 3, 'start': 6}}",Activity C,2,
5,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity E', 'timestamp': None}, {'attributes': {}, 'name': 'Activity G', 'timestamp': None}, {'attributes': {}, 'name': 'Activity F', 'timestamp': None}], 'size': 3, 'start': 6}}",Activity E,3,
5,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity E', 'timestamp': None}, {'attributes': {}, 'name': 'Activity G', 'timestamp': None}, {'attributes': {}, 'name': 'Activity F', 'timestamp': None}], 'size': 3, 'start': 6}}",Activity G,4,
5,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity E', 'timestamp': None}, {'attributes': {}, 'name': 'Activity G', 'timestamp': None}, {'attributes': {}, 'name': 'Activity F', 'timestamp': None}], 'size': 3, 'start': 6}}",Activity F,5,
5,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity E', 'timestamp': None}, {'attributes': {}, 'name': 'Activity G', 'timestamp': None}, {'attributes': {}, 'name': 'Activity F', 'timestamp': None}], 'size': 3, 'start': 6}}",Activity D,6,
5,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity E', 'timestamp': None}, {'attributes': {}, 'name': 'Activity G', 'timestamp': None}, {'attributes': {}, 'name': 'Activity F', 'timestamp': None}], 'size': 3, 'start': 6}}",Activity E,7,
5,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity E', 'timestamp': None}, {'attributes': {}, 'name': 'Activity G', 'timestamp': None}, {'attributes': {}, 'name': 'Activity F', 'timestamp': None}], 'size': 3, 'start': 6}}",Activity G,8,
5,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity E', 'timestamp': None}, {'attributes': {}, 'name': 'Activity G', 'timestamp': None}, {'attributes': {}, 'name': 'Activity F', 'timestamp': None}], 'size': 3, 'start': 6}}",Activity F,9,
5,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity E', 'timestamp': None}, {'attributes': {}, 'name': 'Activity G', 'timestamp': None}, {'attributes': {}, 'name': 'Activity F', 'timestamp': None}], 'size': 3, 'start': 6}}",Activity B,10,
6,normal,Activity A,1,
6,normal,Activity C,2,
6,normal,Activity K,3,
6,normal,Activity D,4,
6,normal,Activity B,5,
7,normal,Activity A,1,
7,normal,Activity C,2,
7,normal,Activity L,3,
7,normal,Activity D,4,
7,normal,Activity B,5,
8,normal,Activity A,1,
8,normal,Activity C,2,
8,normal,Activity L,3,
8,normal,Activity D,4,
8,normal,Activity B,5,
9,"{'anomaly': 'SkipSequence', 'attr': {'size': 1, 'skipped': [{'attributes': {}, 'name': 'Activity C', 'timestamp': None}], 'start': 1}}",Activity A,1,
9,"{'anomaly': 'SkipSequence', 'attr': {'size': 1, 'skipped': [{'attributes': {}, 'name': 'Activity C', 'timestamp': None}], 'start': 1}}",Activity E,2,
9,"{'anomaly': 'SkipSequence', 'attr': {'size': 1, 'skipped': [{'attributes': {}, 'name': 'Activity C', 'timestamp': None}], 'start': 1}}",Activity G,3,
9,"{'anomaly': 'SkipSequence', 'attr': {'size': 1, 'skipped': [{'attributes': {}, 'name': 'Activity C', 'timestamp': None}], 'start': 1}}",Activity F,4,
9,"{'anomaly': 'SkipSequence', 'attr': {'size': 1, 'skipped': [{'attributes': {}, 'name': 'Activity C', 'timestamp': None}], 'start': 1}}",Activity D,5,
9,"{'anomaly': 'SkipSequence', 'attr': {'size': 1, 'skipped': [{'attributes': {}, 'name': 'Activity C', 'timestamp': None}], 'start': 1}}",Activity B,6,
10,"{'anomaly': 'Insert', 'attr': {'indices': [2]}}",Activity A,1,
10,"{'anomaly': 'Insert', 'attr': {'indices': [2]}}",Activity C,2,
10,"{'anomaly': 'Insert', 'attr': {'indices': [2]}}",Random activity 7,3,
10,"{'anomaly': 'Insert', 'attr': {'indices': [2]}}",Activity L,4,
10,"{'anomaly': 'Insert', 'attr': {'indices': [2]}}",Activity D,5,
10,"{'anomaly': 'Insert', 'attr': {'indices': [2]}}",Activity B,6,
11,normal,Activity A,1,
11,normal,Activity C,2,
11,normal,Activity L,3,
11,normal,Activity D,4,
11,normal,Activity B,5,
12,normal,Activity A,1,
12,normal,Activity C,2,
12,normal,Activity E,3,
12,normal,Activity G,4,
12,normal,Activity F,5,
12,normal,Activity D,6,
12,normal,Activity B,7,
13,normal,Activity A,1,
13,normal,Activity C,2,
13,normal,Activity L,3,
13,normal,Activity D,4,
13,normal,Activity B,5,
14,normal,Activity A,1,
14,normal,Activity C,2,
14,normal,Activity L,3,
14,normal,Activity D,4,
