caseid,label,name,order,timestamp
1,normal,Activity A,1,
1,normal,Activity N,2,
1,normal,Activity P,3,
1,normal,Activity Q,4,
1,normal,Activity O,5,
1,normal,Activity B,6,
2,"{'anomaly': 'Early', 'attr': {'shift_from': 2, 'shift_to': 0, 'size': 1}}",Activity C,1,
2,"{'anomaly': 'Early', 'attr': {'shift_from': 2, 'shift_to': 0, 'size': 1}}",Activity A,2,
2,"{'anomaly': 'Early', 'attr': {'shift_from': 2, 'shift_to': 0, 'size': 1}}",Activity L,3,
2,"{'anomaly': 'Early', 'attr': {'shift_from': 2, 'shift_to': 0, 'size': 1}}",Activity D,4,
2,"{'anomaly': 'Early', 'attr': {'shift_from': 2, 'shift_to': 0, 'size': 1}}",Activity B,5,
3,normal,Activity A,1,
3,normal,Activity C,2,
3,normal,Activity K,3,
3,normal,Activity D,4,
3,normal,Activity B,5,
4,normal,Activity A,1,
4,normal,Activity C,2,
4,normal,Activity K,3,
4,normal,Activity D,4,
4,normal,Activity B,5,
5,normal,Activity A,1,
5,normal,Activity C,2,
5,normal,Activity E,3,
5,normal,Activity I,4,
5,normal,Activity F,5,
5,normal,Activity D,6,
5,normal,Activity B,7,
6,normal,Activity A,1,
6,normal,Activity C,2,
6,normal,Activity E,3,
6,normal,Activity G,4,
6,normal,Activity F,5,
6,normal,Activity D,6,
6,normal,Activity B,7,
7,normal,Activity A,1,
7,normal,Activity N,2,
7,normal,Activity AG,3,
7,normal,Activity AH,4,
7,normal,Activity O,5,
7,normal,Activity B,6,
8,normal,Activity A,1,
8,normal,Activity C,2,
8,normal,Activity L,3,
8,normal,Activity D,4,
8,normal,Activity B,5,
9,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity L', 'timestamp': None}, {'attributes': {}, 'name': 'Activity D', 'timestamp': None}], 'size': 2, 'start': 4}}",Activity A,1,
9,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity L', 'timestamp': None}, {'attributes': {}, 'name': 'Activity D', 'timestamp': None}], 'size': 2, 'start': 4}}",Activity C,2,
9,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity L', 'timestamp': None}, {'attributes': {}, 'name': 'Activity D', 'timestamp': None}], 'size': 2, 'start': 4}}",Activity L,3,
9,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity L', 'timestamp': None}, {'attributes': {}, 'name': 'Activity D', 'timestamp': None}], 'size': 2, 'start': 4}}",Activity D,4,
9,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity L', 'timestamp': None}, {'attributes': {}, 'name': 'Activity D', 'timestamp': None}], 'size': 2, 'start': 4}}",Activity L,5,
9,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity L', 'timestamp': None}, {'attributes': {}, 'name': 'Activity D', 'timestamp': None}], 'size': 2, 'start': 4}}",Activity D,6,
9,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity L', 'timestamp': None}, {'attributes': {}, 'name': 'Activity D', 'timestamp': None}], 'size': 2, 'start': 4}}",Activity B,7,
10,normal,Activity A,1,
10,normal,Activity C,2,
10,normal,Activity E,3,
10,normal,Activity G,4,
10,normal,Activity F,5,
10,normal,Activity D,6,
10,normal,Activity B,7,
11,normal,Activity A,1,
11,normal,Activity C,2,
11,normal,Activity L,3,
11,normal,Activity D,4,
11,normal,Activity B,5,
12,"{'anomaly': 'Insert', 'attr': {'indices': [1, 4]}}",Activity A,1,
12,"{'anomaly': 'Insert', 'attr': {'indices': [1, 4]}}",Random activity 17,2,
12,"{'anomaly': 'Insert', 'attr': {'indices': [1, 4]}}",Activity C,3,
12,"{'anomaly': 'Insert', 'attr': {'indices': [1, 4]}}",Activity L,4,
12,"{'anomaly': 'Insert', 'attr': {'indices': [1, 4]}}",Random activity 12,5,
12,"{'anomaly': 'Insert', 'attr': {'indices': [1, 4]}}",Activity D,6,
12,"{'anomaly': 'Insert', 'attr': {'indices': [1, 4]}}",Activity B,7,
13,normal,Activity A,1,
13,normal,Activity N,2,
13,normal,Activity Y,3,
13,normal,Activity AD,4,
13,normal,Activity Z,5,
13,normal,Activity O,6,
13,normal,Activity B,7,
14,"{'anomaly': 'Early', 'attr': {'shift_from': 4, 'shift_to': 0, 'size': 2}}",Activity L,1,
14,"{'anomaly': 'Early', 'attr': {'shift_from': 4, 'shift_to': 0, 'size': 2}}",Activity D,2,
14,"{'anomaly': 'Early', 'attr': {'shift_from': 4, 'shift_to': 0, 'size': 2}}",Activity A,3,
14,"{'anomaly': 'Early', 'attr': {'shift_from': 4, 'shift_to': 0, 'size': 2}}",Activity C,4,
14,"{'anomaly': 'Early', 'attr': {'shift_from': 4, 'shift_to': 0, 'size': 2}}",Activity B,5,
15,normal,Activity A,1,
15,normal,Activity N,2,
15,normal,Activity P,3,
15,normal,Activity Q,4,
15,normal,Activity O,5,
15,normal,Activity B,6,
16,normal,Activity A,1,
16,normal,Activity C,2,
16,normal,Activity L,3,
16,normal,Activity D,4,
16,normal,Activity B,5,
17,"{'anomaly': 'SkipSequence', 'attr': {'size': 2, 'skipped': [{'attributes': {}, 'name': 'Activity A', 'timestamp': None}, {'attributes': {}, 'name': 'Activity N', 'timestamp': None}], 'start': 0}}",Activity P,1,
17,"{'anomaly': 'SkipSequence', 'attr': {'size': 2, 'skipped': [{'attributes': {}, 'name': 'Activity A', 'timestamp': None}, {'attributes': {}, 'name': 'Activity N', 'timestamp': None}], 'start': 0}}",Activity Q,2,
17,"{'anomaly': 'SkipSequence', 'attr': {'size': 2, 'skipped': [{'attributes': {}, 'name': 'Activity A', 'timestamp': None}, {'attributes': {}, 'name': 'Activity N', 'timestamp': None}], 'start': 0}}",Activity O,3,
17,"{'anomaly': 'SkipSequence', 'attr': {'size': 2, 'skipped': [{'attributes': {}, 'name': 'Activity A', 'timestamp': None}, {'attributes': {}, 'name': 'Activity N', 'timestamp': None}], 'start': 0}}",Activity B,4,
18,normal,Activity A,1,
18,normal,Activity C,2,
18,normal,Activity E,3,
18,normal,Activity I,4,
18,normal,Activity F,5,
18,normal,Activity D,6,
18,normal,Activity B,7,
19,normal,Activity A,1,
19,normal,Activity C,2,
19,normal,Activity E,3,
19,normal,Activity I,4,
19,normal,Activity F,5,
19,normal,Activity D,6,
19,normal,Activity B,7,
20,normal,Activity A,1,
20,normal,Activity C,2,
20,normal,Activity L,3,
20,normal,Activity D,4,
20,normal,Activity B,5,
21,"{'anomaly': 'Insert', 'attr': {'indices': [1, 5]}}",Activity A,1,
21,"{'anomaly': 'Insert', 'attr': {'indices': [1, 5]}}",Random activity 27,2,
21,"{'anomaly': 'Insert', 'attr': {'indices': [1, 5]}}",Activity N,3,
21,"{'anomaly': 'Insert', 'attr': {'indices': [1, 5]}}",Activity AE,4,
21,"{'anomaly': 'Insert', 'attr': {'indices': [1, 5]}}",Activity AF,5,
21,"{'anomaly': 'Insert', 'attr': {'indices': [1, 5]}}",Random activity 24,6,
21,"{'anomaly': 'Insert', 'attr': {'indices': [1, 5]}}",Activity O,7,
21,"{'anomaly': 'Insert', 'attr': {'indices': [1, 5]}}",Activity B,8,
22,normal,Activity A,1,
22,normal,Activity C,2,
22,normal,Activity M,3,
22,normal,Activity D,4,
22,normal,Activity B,5,
23,normal,Activity A,1,
23,normal,Activity N,2,
23,normal,Activity Y,3,
