caseid,label,name,order,timestamp
1,"{'anomaly': 'Early', 'attr': {'shift_from': 4, 'shift_to': 0, 'size': 2}}",Activity M,1,
1,"{'anomaly': 'Early', 'attr': {'shift_from': 4, 'shift_to': 0, 'size': 2}}",Activity D,2,
1,"{'anomaly': 'Early', 'attr': {'shift_from': 4, 'shift_to': 0, 'size': 2}}",Activity A,3,
1,"{'anomaly': 'Early', 'attr': {'shift_from': 4, 'shift_to': 0, 'size': 2}}",Activity C,4,
1,"{'anomaly': 'Early', 'attr': {'shift_from': 4, 'shift_to': 0, 'size': 2}}",Activity B,5,
2,normal,Activity A,1,
2,normal,Activity N,2,
2,normal,Activity P,3,
2,normal,Activity Q,4,
2,normal,Activity O,5,
2,normal,Activity B,6,
3,"{'anomaly': 'Late', 'attr': {'shift_from': 0, 'shift_to': 2, 'size': 2}}",Activity L,1,
3,"{'anomaly': 'Late', 'attr': {'shift_from': 0, 'shift_to': 2, 'size': 2}}",Activity D,2,
3,"{'anomaly': 'Late', 'attr': {'shift_from': 0, 'shift_to': 2, 'size': 2}}",Activity A,3,
3,"{'anomaly': 'Late', 'attr': {'shift_from': 0, 'shift_to': 2, 'size': 2}}",Activity C,4,
3,"{'anomaly': 'Late', 'attr': {'shift_from': 0, 'shift_to': 2, 'size': 2}}",Activity B,5,
4,normal,Activity A,1,
4,normal,Activity N,2,
4,normal,Activity Y,3,
4,normal,Activity AC,4,
4,normal,Activity Z,5,
4,normal,Activity O,6,
4,normal,Activity B,7,
5,"{'anomaly': 'SkipSequence', 'attr': {'size': 2, 'skipped': [{'attributes': {}, 'name': 'Activity C', 'timestamp': None}, {'attributes': {}, 'name': 'Activity M', 'timestamp': None}], 'start': 1}}",Activity A,1,
5,"{'anomaly': 'SkipSequence', 'attr': {'size': 2, 'skipped': [{'attributes': {}, 'name': 'Activity C', 'timestamp': None}, {'attributes': {}, 'name': 'Activity M', 'timestamp': None}], 'start': 1}}",Activity D,2,
5,"{'anomaly': 'SkipSequence', 'attr': {'size': 2, 'skipped': [{'attributes': {}, 'name': 'Activity C', 'timestamp': None}, {'attributes': {}, 'name': 'Activity M', 'timestamp': None}], 'start': 1}}",Activity B,3,
6,"{'anomaly': 'Insert', 'attr': {'indices': [1, 3]}}",Activity A,1,
6,"{'anomaly': 'Insert', 'attr': {'indices': [1, 3]}}",Random activity 24,2,
6,"{'anomaly': 'Insert', 'attr': {'indices': [1, 3]}}",Activity C,3,
6,"{'anomaly': 'Insert', 'attr': {'indices': [1, 3]}}",Random activity 14,4,
6,"{'anomaly': 'Insert', 'attr': {'indices': [1, 3]}}",Activity M,5,
6,"{'anomaly': 'Insert', 'attr': {'indices': [1, 3]}}",Activity D,6,
6,"{'anomaly': 'Insert', 'attr': {'indices': [1, 3]}}",Activity B,7,
7,"{'anomaly': 'Early', 'attr': {'shift_from': 4, 'shift_to': 0, 'size': 1}}",Activity D,1,
7,"{'anomaly': 'Early', 'attr': {'shift_from': 4, 'shift_to': 0, 'size': 1}}",Activity A,2,
7,"{'anomaly': 'Early', 'attr': {'shift_from': 4, 'shift_to': 0, 'size': 1}}",Activity C,3,
7,"{'anomaly': 'Early', 'attr': {'shift_from': 4, 'shift_to': 0, 'size': 1}}",Activity L,4,
7,"{'anomaly': 'Early', 'attr': {'shift_from': 4, 'shift_to': 0, 'size': 1}}",Activity B,5,
8,normal,Activity A,1,
8,normal,Activity N,2,
8,normal,Activity P,3,
8,normal,Activity Q,4,
8,normal,Activity O,5,
8,normal,Activity B,6,
9,normal,Activity A,1,
9,normal,Activity C,2,
9,normal,Activity M,3,
9,normal,Activity D,4,
9,normal,Activity B,5,
10,normal,Activity A,1,
10,normal,Activity C,2,
10,normal,Activity M,3,
10,normal,Activity D,4,
10,normal,Activity B,5,
11,normal,Activity A,1,
11,normal,Activity N,2,
11,normal,Activity Y,3,
11,normal,Activity AD,4,
11,normal,Activity Z,5,
11,normal,Activity O,6,
11,normal,Activity B,7,
12,normal,Activity A,1,
12,normal,Activity C,2,
12,normal,Activity M,3,
12,normal,Activity D,4,
12,normal,Activity B,5,
13,normal,Activity A,1,
13,normal,Activity C,2,
13,normal,Activity M,3,
13,normal,Activity D,4,
