caseid,label,name,order,timestamp
1,normal,Activity A,1,
1,normal,Activity C,2,
1,normal,Activity M,3,
1,normal,Activity D,4,
1,normal,Activity B,5,
2,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity A', 'timestamp': None}, {'attributes': {}, 'name': 'Activity C', 'timestamp': None}, {'attributes': {}, 'name': 'Activity L', 'timestamp': None}], 'size': 3, 'start': 3}}",Activity A,1,
2,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity A', 'timestamp': None}, {'attributes': {}, 'name': 'Activity C', 'timestamp': None}, {'attributes': {}, 'name': 'Activity L', 'timestamp': None}], 'size': 3, 'start': 3}}",Activity C,2,
2,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity A', 'timestamp': None}, {'attributes': {}, 'name': 'Activity C', 'timestamp': None}, {'attributes': {}, 'name': 'Activity L', 'timestamp': None}], 'size': 3, 'start': 3}}",Activity L,3,
2,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity A', 'timestamp': None}, {'attributes': {}, 'name': 'Activity C', 'timestamp': None}, {'attributes': {}, 'name': 'Activity L', 'timestamp': None}], 'size': 3, 'start': 3}}",Activity A,4,
2,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity A', 'timestamp': None}, {'attributes': {}, 'name': 'Activity C', 'timestamp': None}, {'attributes': {}, 'name': 'Activity L', 'timestamp': None}], 'size': 3, 'start': 3}}",Activity C,5,
2,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity A', 'timestamp': None}, {'attributes': {}, 'name': 'Activity C', 'timestamp': None}, {'attributes': {}, 'name': 'Activity L', 'timestamp': None}], 'size': 3, 'start': 3}}",Activity L,6,
2,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity A', 'timestamp': None}, {'attributes': {}, 'name': 'Activity C', 'timestamp': None}, {'attributes': {}, 'name': 'Activity L', 'timestamp': None}], 'size': 3, 'start': 3}}",Activity D,7,
2,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity A', 'timestamp': None}, {'attributes': {}, 'name': 'Activity C', 'timestamp': None}, {'attributes': {}, 'name': 'Activity L', 'timestamp': None}], 'size': 3, 'start': 3}}",Activity B,8,
3,normal,Activity A,1,
3,normal,Activity C,2,
3,normal,Activity L,3,
3,normal,Activity D,4,
3,normal,Activity B,5,
4,normal,Activity A,1,
4,normal,Activity C,2,
4,normal,Activity L,3,
4,normal,Activity D,4,
4,normal,Activity B,5,
5,normal,Activity A,1,
5,normal,Activity C,2,
5,normal,Activity L,3,
5,normal,Activity D,4,
5,normal,Activity B,5,
6,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity Q', 'timestamp': None}, {'attributes': {}, 'name': 'Activity O', 'timestamp': None}], 'size': 2, 'start': 5}}",Activity A,1,
6,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity Q', 'timestamp': None}, {'attributes': {}, 'name': 'Activity O', 'timestamp': None}], 'size': 2, 'start': 5}}",Activity N,2,
6,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity Q', 'timestamp': None}, {'attributes': {}, 'name': 'Activity O', 'timestamp': None}], 'size': 2, 'start': 5}}",Activity P,3,
6,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity Q', 'timestamp': None}, {'attributes': {}, 'name': 'Activity O', 'timestamp': None}], 'size': 2, 'start': 5}}",Activity Q,4,
6,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity Q', 'timestamp': None}, {'attributes': {}, 'name': 'Activity O', 'timestamp': None}], 'size': 2, 'start': 5}}",Activity O,5,
6,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity Q', 'timestamp': None}, {'attributes': {}, 'name': 'Activity O', 'timestamp': None}], 'size': 2, 'start': 5}}",Activity Q,6,
6,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity Q', 'timestamp': None}, {'attributes': {}, 'name': 'Activity O', 'timestamp': None}], 'size': 2, 'start': 5}}",Activity O,7,
6,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity Q', 'timestamp': None}, {'attributes': {}, 'name': 'Activity O', 'timestamp': None}], 'size': 2, 'start': 5}}",Activity B,8,
7,"{'anomaly': 'Insert', 'attr': {'indices': [2, 5]}}",Activity A,1,
7,"{'anomaly': 'Insert', 'attr': {'indices': [2, 5]}}",Activity N,2,
7,"{'anomaly': 'Insert', 'attr': {'indices': [2, 5]}}",Random activity 1,3,
7,"{'anomaly': 'Insert', 'attr': {'indices': [2, 5]}}",Activity AE,4,
7,"{'anomaly': 'Insert', 'attr': {'indices': [2, 5]}}",Activity AF,5,
7,"{'anomaly': 'Insert', 'attr': {'indices': [2, 5]}}",Random activity 5,6,
7,"{'anomaly': 'Insert', 'attr': {'indices': [2, 5]}}",Activity O,7,
7,"{'anomaly': 'Insert', 'attr': {'indices': [2, 5]}}",Activity B,8,
8,normal,Activity A,1,
8,normal,Activity C,2,
8,normal,Activity L,3,
8,normal,Activity D,4,
8,normal,Activity B,5,
9,normal,Activity A,1,
9,normal,Activity C,2,
9,normal,Activity L,3,
9,normal,Activity D,4,
9,normal,Activity B,5,
10,normal,Activity A,1,
10,normal,Activity C,2,
10,normal,Activity L,3,
10,normal,Activity D,4,
10,normal,Activity B,5,
11,normal,Activity A,1,
11,normal,Activity C,2,
11,normal,Activity L,3,
11,normal,Activity D,4,
11,normal,Activity B,5,
12,normal,Activity A,1,
12,normal,Activity C,2,
12,normal,Activity L,3,
12,normal,Activity D,4,
12,normal,Activity B,5,
13,normal,Activity A,1,
13,normal,Activity C,2,
13,normal,Activity L,3,
13,normal,Activity D,4,
13,normal,Activity B,5,
14,normal,Activity A,1,
14,normal,Activity C,2,
