caseid,label,name,order,timestamp
1,normal,Activity A,1,
1,normal,Activity Q,2,
1,normal,Activity R,3,
1,normal,Activity S,4,
1,normal,Activity T,5,
1,normal,Activity U,6,
1,normal,Activity V,7,
1,normal,Activity Z,8,
1,normal,Activity W,9,
1,normal,Activity B,10,
2,normal,Activity A,1,
2,normal,Activity C,2,
2,normal,Activity D,3,
2,normal,Activity E,4,
2,normal,Activity H,5,
2,normal,Activity F,6,
2,normal,Activity I,7,
2,normal,Activity M,8,
2,normal,Activity N,9,
2,normal,Activity J,10,
2,normal,Activity B,11,
3,normal,Activity A,1,
3,normal,Activity C,2,
3,normal,Activity D,3,
3,normal,Activity E,4,
3,normal,Activity G,5,
3,normal,Activity F,6,
3,normal,Activity I,7,
3,normal,Activity K,8,
3,normal,Activity L,9,
3,normal,Activity J,10,
3,normal,Activity B,11,
4,normal,Activity A,1,
4,normal,Activity Q,2,
4,normal,Activity R,3,
4,normal,Activity S,4,
4,normal,Activity T,5,
4,normal,Activity U,6,
4,normal,Activity V,7,
4,normal,Activity X,8,
4,normal,Activity W,9,
4,normal,Activity B,10,
5,normal,Activity A,1,
5,normal,Activity AB,2,
5,normal,Activity AE,3,
5,normal,Activity AC,4,
5,normal,Activity AG,5,
5,normal,Activity AJ,6,
5,normal,Activity AH,7,
5,normal,Activity AL,8,
5,normal,Activity AN,9,
5,normal,Activity AM,10,
5,normal,Activity AP,11,
5,normal,Activity B,12,
6,normal,Activity A,1,
6,normal,Activity Q,2,
6,normal,Activity R,3,
6,normal,Activity S,4,
6,normal,Activity T,5,
6,normal,Activity U,6,
6,normal,Activity V,7,
6,normal,Activity X,8,
6,normal,Activity W,9,
6,normal,Activity B,10,
7,normal,Activity A,1,
7,normal,Activity C,2,
7,normal,Activity D,3,
7,normal,Activity E,4,
7,normal,Activity H,5,
7,normal,Activity F,6,
7,normal,Activity I,7,
7,normal,Activity O,8,
7,normal,Activity P,9,
7,normal,Activity J,10,
7,normal,Activity B,11,
8,normal,Activity A,1,
8,normal,Activity Q,2,
8,normal,Activity R,3,
8,normal,Activity S,4,
8,normal,Activity T,5,
8,normal,Activity U,6,
8,normal,Activity V,7,
8,normal,Activity X,8,
8,normal,Activity W,9,
8,normal,Activity B,10,
9,normal,Activity A,1,
9,normal,Activity C,2,
9,normal,Activity D,3,
9,normal,Activity E,4,
9,normal,Activity H,5,
9,normal,Activity F,6,
9,normal,Activity I,7,
9,normal,Activity K,8,
9,normal,Activity L,9,
9,normal,Activity J,10,
9,normal,Activity B,11,
10,normal,Activity A,1,
10,normal,Activity C,2,
10,normal,Activity D,3,
10,normal,Activity E,4,
10,normal,Activity H,5,
10,normal,Activity F,6,
