caseid,label,name,order,timestamp
1,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity D', 'timestamp': None}, {'attributes': {}, 'name': 'Activity E', 'timestamp': None}], 'size': 2, 'start': 5}}",Activity A,1,
1,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity D', 'timestamp': None}, {'attributes': {}, 'name': 'Activity E', 'timestamp': None}], 'size': 2, 'start': 5}}",Activity C,2,
1,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity D', 'timestamp': None}, {'attributes': {}, 'name': 'Activity E', 'timestamp': None}], 'size': 2, 'start': 5}}",Activity D,3,
1,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity D', 'timestamp': None}, {'attributes': {}, 'name': 'Activity E', 'timestamp': None}], 'size': 2, 'start': 5}}",Activity E,4,
1,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity D', 'timestamp': None}, {'attributes': {}, 'name': 'Activity E', 'timestamp': None}], 'size': 2, 'start': 5}}",Activity H,5,
1,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity D', 'timestamp': None}, {'attributes': {}, 'name': 'Activity E', 'timestamp': None}], 'size': 2, 'start': 5}}",Activity D,6,
1,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity D', 'timestamp': None}, {'attributes': {}, 'name': 'Activity E', 'timestamp': None}], 'size': 2, 'start': 5}}",Activity E,7,
1,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity D', 'timestamp': None}, {'attributes': {}, 'name': 'Activity E', 'timestamp': None}], 'size': 2, 'start': 5}}",Activity F,8,
1,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity D', 'timestamp': None}, {'attributes': {}, 'name': 'Activity E', 'timestamp': None}], 'size': 2, 'start': 5}}",Activity I,9,
1,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity D', 'timestamp': None}, {'attributes': {}, 'name': 'Activity E', 'timestamp': None}], 'size': 2, 'start': 5}}",Activity M,10,
1,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity D', 'timestamp': None}, {'attributes': {}, 'name': 'Activity E', 'timestamp': None}], 'size': 2, 'start': 5}}",Activity N,11,
1,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity D', 'timestamp': None}, {'attributes': {}, 'name': 'Activity E', 'timestamp': None}], 'size': 2, 'start': 5}}",Activity J,12,
1,"{'anomaly': 'Rework', 'attr': {'inserted': [{'attributes': {}, 'name': 'Activity D', 'timestamp': None}, {'attributes': {}, 'name': 'Activity E', 'timestamp': None}], 'size': 2, 'start': 5}}",Activity B,13,
2,normal,Activity A,1,
2,normal,Activity C,2,
2,normal,Activity D,3,
2,normal,Activity E,4,
2,normal,Activity H,5,
2,normal,Activity F,6,
2,normal,Activity I,7,
2,normal,Activity M,8,
2,normal,Activity N,9,
2,normal,Activity J,10,
2,normal,Activity B,11,
3,"{'anomaly': 'Insert', 'attr': {'indices': [1]}}",Activity A,1,
3,"{'anomaly': 'Insert', 'attr': {'indices': [1]}}",Random activity 13,2,
3,"{'anomaly': 'Insert', 'attr': {'indices': [1]}}",Activity C,3,
3,"{'anomaly': 'Insert', 'attr': {'indices': [1]}}",Activity D,4,
3,"{'anomaly': 'Insert', 'attr': {'indices': [1]}}",Activity E,5,
3,"{'anomaly': 'Insert', 'attr': {'indices': [1]}}",Activity H,6,
3,"{'anomaly': 'Insert', 'attr': {'indices': [1]}}",Activity F,7,
3,"{'anomaly': 'Insert', 'attr': {'indices': [1]}}",Activity I,8,
3,"{'anomaly': 'Insert', 'attr': {'indices': [1]}}",Activity M,9,
