caseid,label,name,order,timestamp
1,normal,Activity A,1,
1,normal,Activity AB,2,
1,normal,Activity AD,3,
1,normal,Activity AC,4,
1,normal,Activity AG,5,
1,normal,Activity AI,6,
1,normal,Activity AH,7,
1,normal,Activity AL,8,
1,normal,Activity AN,9,
1,normal,Activity AM,10,
1,normal,Activity AP,11,
1,normal,Activity B,12,
2,normal,Activity A,1,
2,normal,Activity Q,2,
2,normal,Activity R,3,
2,normal,Activity S,4,
2,normal,Activity T,5,
2,normal,Activity U,6,
2,normal,Activity V,7,
2,normal,Activity AA,8,
2,normal,Activity W,9,
2,normal,Activity B,10,
3,"{'anomaly': 'Insert', 'attr': {'indices': [0, 3]}}",Random activity 21,1,
3,"{'anomaly': 'Insert', 'attr': {'indices': [0, 3]}}",Activity A,2,
3,"{'anomaly': 'Insert', 'attr': {'indices': [0, 3]}}",Activity AB,3,
3,"{'anomaly': 'Insert', 'attr': {'indices': [0, 3]}}",Random activity 39,4,
3,"{'anomaly': 'Insert', 'attr': {'indices': [0, 3]}}",Activity AD,5,
3,"{'anomaly': 'Insert', 'attr': {'indices': [0, 3]}}",Activity AC,6,
3,"{'anomaly': 'Insert', 'attr': {'indices': [0, 3]}}",Activity AG,7,
3,"{'anomaly': 'Insert', 'attr': {'indices': [0, 3]}}",Activity AI,8,
3,"{'anomaly': 'Insert', 'attr': {'indices': [0, 3]}}",Activity AH,9,
3,"{'anomaly': 'Insert', 'attr': {'indices': [0, 3]}}",Activity AL,10,
3,"{'anomaly': 'Insert', 'attr': {'indices': [0, 3]}}",Activity AO,11,
3,"{'anomaly': 'Insert', 'attr': {'indices': [0, 3]}}",Activity AM,12,
3,"{'anomaly': 'Insert', 'attr': {'indices': [0, 3]}}",Activity AP,13,
3,"{'anomaly': 'Insert', 'attr': {'indices': [0, 3]}}",Activity B,14,
4,normal,Activity A,1,
4,normal,Activity C,2,
4,normal,Activity D,3,
4,normal,Activity E,4,
4,normal,Activity H,5,
4,normal,Activity F,6,
4,normal,Activity I,7,
4,normal,Activity K,8,
4,normal,Activity L,9,
4,normal,Activity J,10,
